pool,dataset,slice,comparison,metric,left_mean,right_mean,n,delta_mean,ci_low,ci_high,p_delta_gt_0,ci_excludes_zero
PropRAG,2Wiki,support_depth>=3|gate=bind,DBEC-IG - SetR-faithful,F1,0.9141665236051502,0.7777777777777778,233,0.13638874582737243,0.08250567477348593,0.19313304721030042,1.0,True
PropRAG,2Wiki,support_depth>=3|gate=bind,DBEC-IG - SetR-faithful,R5_TITLE,0.9313304721030042,0.7854077253218884,233,0.1459227467811159,0.11692596566523608,0.17489270386266095,1.0,True
PropRAG,2Wiki,support_depth>=3|gate=bind,DBEC-IG - SetR-style k20,EM,0.9141630901287554,0.8669527896995708,233,0.04721030042918455,0.004291845493562232,0.09012875536480687,0.9758,True
PropRAG,2Wiki,support_depth>=3|gate=bind,DBEC-IG - SetR-style k20,F1,0.9141665236051502,0.8683834048640916,233,0.04578311874105865,6.7811158798276925e-06,0.09013218884120171,0.9772,True
PropRAG,2Wiki,support_depth>=3|gate=bind,DBEC-IG - SetR-style k20,R5_TITLE,0.9313304721030042,0.9195278969957081,233,0.011802575107296138,-0.009656652360515022,0.033261802575107295,0.8473,False
PropRAG,2Wiki,support_depth>=3|gate=bind,DBEC-IG - RankGPT-style sliding,EM,0.9141630901287554,0.8583690987124464,233,0.055793991416309016,0.012875536480686695,0.10300429184549356,0.9934,True
PropRAG,2Wiki,support_depth>=3|gate=bind,DBEC-IG - RankGPT-style sliding,F1,0.9141665236051502,0.8597997138769672,233,0.05436680972818311,0.011444921316165953,0.09871244635193133,0.9922,True
PropRAG,2Wiki,support_depth>=3|gate=bind,DBEC-IG - RankGPT-style sliding,R5_TITLE,0.9313304721030042,0.9055793991416309,233,0.02575107296137339,0.003218884120171674,0.048283261802575105,0.9864,True
PropRAG,2Wiki,support_depth>=3|gate=bind,DBEC-nobinding - SetR-faithful,EM,0.7811158798283262,0.7725321888412017,233,0.008583690987124463,-0.05150214592274678,0.07296137339055794,0.5766,False
PropRAG,2Wiki,support_depth>=3|gate=bind,DBEC-nobinding - SetR-faithful,F1,0.7811158798283262,0.7777777777777778,233,0.003338102050548404,-0.060085836909871244,0.06485455412494039,0.537,False
PropRAG,2Wiki,support_depth>=3|gate=bind,DBEC-nobinding - SetR-faithful,R5_TITLE,0.8454935622317596,0.7854077253218884,233,0.060085836909871244,0.03111587982832618,0.0890557939914163,0.9999,True
PropRAG,2Wiki,support_depth>=3|gate=abstain,DBEC-IG - DBEC-nobinding,EM,1.0,1.0,2,0.0,0.0,0.0,0.0,False
PropRAG,2Wiki,support_depth>=3|gate=abstain,DBEC-IG - DBEC-nobinding,F1,1.0,1.0,2,0.0,0.0,0.0,0.0,False
PropRAG,2Wiki,support_depth>=3|gate=abstain,DBEC-IG - DBEC-nobinding,R5_TITLE,0.75,0.75,2,0.0,0.0,0.0,0.0,False
PropRAG,2Wiki,support_depth>=3|gate=abstain,DBEC-IG - DBEC,EM,1.0,1.0,2,0.0,0.0,0.0,0.0,False
PropRAG,2Wiki,support_depth>=3|gate=abstain,DBEC-IG - DBEC,F1,1.0,1.0,2,0.0,0.0,0.0,0.0,False
PropRAG,2Wiki,support_depth>=3|gate=abstain,DBEC-IG - DBEC,R5_TITLE,0.75,0.75,2,0.0,0.0,0.0,0.0,False
PropRAG,2Wiki,support_depth>=3|gate=abstain,DBEC-IG - SetR-faithful,EM,1.0,0.0,2,1.0,1.0,1.0,1.0,True
PropRAG,2Wiki,support_depth>=3|gate=abstain,DBEC-IG - SetR-faithful,F1,1.0,0.0,2,1.0,1.0,1.0,1.0,True
PropRAG,2Wiki,support_depth>=3|gate=abstain,DBEC-IG - SetR-faithful,R5_TITLE,0.75,0.5,2,0.25,0.25,0.25,1.0,True
PropRAG,2Wiki,support_depth>=3|gate=abstain,DBEC-IG - SetR-style k20,EM,1.0,1.0,2,0.0,0.0,0.0,0.0,False
PropRAG,2Wiki,support_depth>=3|gate=abstain,DBEC-IG - SetR-style k20,F1,1.0,1.0,2,0.0,0.0,0.0,0.0,False
PropRAG,2Wiki,support_depth>=3|gate=abstain,DBEC-IG - SetR-style k20,R5_TITLE,0.75,0.875,2,-0.125,-0.25,0.0,0.0,False
PropRAG,2Wiki,support_depth>=3|gate=abstain,DBEC-IG - RankGPT-style sliding,EM,1.0,0.5,2,0.5,0.0,1.0,0.7496,False
PropRAG,2Wiki,support_depth>=3|gate=abstain,DBEC-IG - RankGPT-style sliding,F1,1.0,0.5,2,0.5,0.0,1.0,0.7535,False
PropRAG,2Wiki,support_depth>=3|gate=abstain,DBEC-IG - RankGPT-style sliding,R5_TITLE,0.75,0.875,2,-0.125,-0.25,0.0,0.0,False
PropRAG,2Wiki,support_depth>=3|gate=abstain,DBEC-nobinding - SetR-faithful,EM,1.0,0.0,2,1.0,1.0,1.0,1.0,True
PropRAG,2Wiki,support_depth>=3|gate=abstain,DBEC-nobinding - SetR-faithful,F1,1.0,0.0,2,1.0,1.0,1.0,1.0,True
PropRAG,2Wiki,support_depth>=3|gate=abstain,DBEC-nobinding - SetR-faithful,R5_TITLE,0.75,0.5,2,0.25,0.25,0.25,1.0,True
PropRAG,2Wiki,support_depth>=4|gate=bind,DBEC-IG - DBEC-nobinding,EM,0.9141630901287554,0.7811158798283262,233,0.13304721030042918,0.0815450643776824,0.1888412017167382,1.0,True
PropRAG,2Wiki,support_depth>=4|gate=bind,DBEC-IG - DBEC-nobinding,F1,0.9141665236051502,0.7811158798283262,233,0.13305064377682402,0.08154849785407725,0.18467004291845338,1.0,True
PropRAG,2Wiki,support_depth>=4|gate=bind,DBEC-IG - DBEC-nobinding,R5_TITLE,0.9313304721030042,0.8454935622317596,233,0.08583690987124463,0.0611587982832618,0.11051502145922747,1.0,True
PropRAG,2Wiki,support_depth>=4|gate=bind,DBEC-IG - DBEC,EM,0.9141630901287554,0.9141630901287554,233,0.0,0.0,0.0,0.0,False
PropRAG,2Wiki,support_depth>=4|gate=bind,DBEC-IG - DBEC,F1,0.9141665236051502,0.9141665236051502,233,0.0,0.0,0.0,0.0,False
PropRAG,2Wiki,support_depth>=4|gate=bind,DBEC-IG - DBEC,R5_TITLE,0.9313304721030042,0.9313304721030042,233,0.0,0.0,0.0,0.0,False
PropRAG,2Wiki,support_depth>=4|gate=bind,DBEC-IG - SetR-faithful,EM,0.9141630901287554,0.7725321888412017,233,0.14163090128755365,0.08583690987124463,0.19742489270386265,1.0,True
PropRAG,2Wiki,support_depth>=4|gate=bind,DBEC-IG - SetR-faithful,F1,0.9141665236051502,0.7777777777777778,233,0.13638874582737243,0.08154849785407725,0.19266304244158322,1.0,True
PropRAG,2Wiki,support_depth>=4|gate=bind,DBEC-IG - SetR-faithful,R5_TITLE,0.9313304721030042,0.7854077253218884,233,0.1459227467811159,0.11587982832618025,0.17489270386266095,1.0,True
PropRAG,2Wiki,support_depth>=4|gate=bind,DBEC-IG - SetR-style k20,EM,0.9141630901287554,0.8669527896995708,233,0.04721030042918455,0.004291845493562232,0.09012875536480687,0.9767,True
PropRAG,2Wiki,support_depth>=4|gate=bind,DBEC-IG - SetR-style k20,F1,0.9141665236051502,0.8683834048640916,233,0.04578311874105865,0.0028612303290414883,0.0915594563662375,0.9796,True
PropRAG,2Wiki,support_depth>=4|gate=bind,DBEC-IG - SetR-style k20,R5_TITLE,0.9313304721030042,0.9195278969957081,233,0.011802575107296138,-0.009656652360515022,0.032188841201716736,0.8519,False
PropRAG,2Wiki,support_depth>=4|gate=bind,DBEC-IG - RankGPT-style sliding,EM,0.9141630901287554,0.8583690987124464,233,0.055793991416309016,0.012768240343347738,0.09871244635193133,0.99,True
PropRAG,2Wiki,support_depth>=4|gate=bind,DBEC-IG - RankGPT-style sliding,F1,0.9141665236051502,0.8597997138769672,233,0.05436680972818311,0.011451788268955652,0.09871931330472103,0.9945,True
PropRAG,2Wiki,support_depth>=4|gate=bind,DBEC-IG - RankGPT-style sliding,R5_TITLE,0.9313304721030042,0.9055793991416309,233,0.02575107296137339,0.004291845493562232,0.048283261802575105,0.9885,True
PropRAG,2Wiki,support_depth>=4|gate=bind,DBEC-nobinding - SetR-faithful,EM,0.7811158798283262,0.7725321888412017,233,0.008583690987124463,-0.055793991416309016,0.07296137339055794,0.5897,False
PropRAG,2Wiki,support_depth>=4|gate=bind,DBEC-nobinding - SetR-faithful,F1,0.7811158798283262,0.7777777777777778,233,0.003338102050548404,-0.05722460658082975,0.06485455412494039,0.5341,False
PropRAG,2Wiki,support_depth>=4|gate=bind,DBEC-nobinding - SetR-faithful,R5_TITLE,0.8454935622317596,0.7854077253218884,233,0.060085836909871244,0.03111587982832618,0.0890557939914163,1.0,True
PropRAG,2Wiki,support_depth>=4|gate=abstain,DBEC-IG - DBEC-nobinding,EM,1.0,1.0,2,0.0,0.0,0.0,0.0,False
PropRAG,2Wiki,support_depth>=4|gate=abstain,DBEC-IG - DBEC-nobinding,F1,1.0,1.0,2,0.0,0.0,0.0,0.0,False
PropRAG,2Wiki,support_depth>=4|gate=abstain,DBEC-IG - DBEC-nobinding,R5_TITLE,0.75,0.75,2,0.0,0.0,0.0,0.0,False
PropRAG,2Wiki,support_depth>=4|gate=abstain,DBEC-IG - DBEC,EM,1.0,1.0,2,0.0,0.0,0.0,0.0,False
PropRAG,2Wiki,support_depth>=4|gate=abstain,DBEC-IG - DBEC,F1,1.0,1.0,2,0.0,0.0,0.0,0.0,False
PropRAG,2Wiki,support_depth>=4|gate=abstain,DBEC-IG - DBEC,R5_TITLE,0.75,0.75,2,0.0,0.0,0.0,0.0,False
PropRAG,2Wiki,support_depth>=4|gate=abstain,DBEC-IG - SetR-faithful,EM,1.0,0.0,2,1.0,1.0,1.0,1.0,True
PropRAG,2Wiki,support_depth>=4|gate=abstain,DBEC-IG - SetR-faithful,F1,1.0,0.0,2,1.0,1.0,1.0,1.0,True
PropRAG,2Wiki,support_depth>=4|gate=abstain,DBEC-IG - SetR-faithful,R5_TITLE,0.75,0.5,2,0.25,0.25,0.25,1.0,True
PropRAG,2Wiki,support_depth>=4|gate=abstain,DBEC-IG - SetR-style k20,EM,1.0,1.0,2,0.0,0.0,0.0,0.0,False
PropRAG,2Wiki,support_depth>=4|gate=abstain,DBEC-IG - SetR-style k20,F1,1.0,1.0,2,0.0,0.0,0.0,0.0,False
PropRAG,2Wiki,support_depth>=4|gate=abstain,DBEC-IG - SetR-style k20,R5_TITLE,0.75,0.875,2,-0.125,-0.25,0.0,0.0,False
PropRAG,2Wiki,support_depth>=4|gate=abstain,DBEC-IG - RankGPT-style sliding,EM,1.0,0.5,2,0.5,0.0,1.0,0.7483,False
PropRAG,2Wiki,support_depth>=4|gate=abstain,DBEC-IG - RankGPT-style sliding,F1,1.0,0.5,2,0.5,0.0,1.0,0.7469,False
PropRAG,2Wiki,support_depth>=4|gate=abstain,DBEC-IG - RankGPT-style sliding,R5_TITLE,0.75,0.875,2,-0.125,-0.25,0.0,0.0,False
PropRAG,2Wiki,support_depth>=4|gate=abstain,DBEC-nobinding - SetR-faithful,EM,1.0,0.0,2,1.0,1.0,1.0,1.0,True
PropRAG,2Wiki,support_depth>=4|gate=abstain,DBEC-nobinding - SetR-faithful,F1,1.0,0.0,2,1.0,1.0,1.0,1.0,True
PropRAG,2Wiki,support_depth>=4|gate=abstain,DBEC-nobinding - SetR-faithful,R5_TITLE,0.75,0.5,2,0.25,0.25,0.25,1.0,True
PropRAG,HotpotQA,all,DBEC-IG - DBEC-nobinding,EM,0.62,0.616,1000,0.004,-0.01,0.018,0.6911,False
PropRAG,HotpotQA,all,DBEC-IG - DBEC-nobinding,F1,0.7473044,0.7387376,1000,0.008566800000000001,-0.0044757875,0.021257289999999998,0.9057,False
PropRAG,HotpotQA,all,DBEC-IG - DBEC-nobinding,R5_TITLE,0.9625,0.956,1000,0.0065,0.0005,0.013,0.9755,True
PropRAG,HotpotQA,all,DBEC-IG - DBEC,EM,0.62,0.62,1000,0.0,0.0,0.0,0.0,False
PropRAG,HotpotQA,all,DBEC-IG - DBEC,F1,0.7473044,0.7473044,1000,0.0,0.0,0.0,0.0,False
PropRAG,HotpotQA,all,DBEC-IG - DBEC,R5_TITLE,0.9625,0.9625,1000,0.0,0.0,0.0,0.0,False
PropRAG,HotpotQA,all,DBEC-IG - SetR-faithful,EM,0.62,0.625,1000,-0.005,-0.025,0.015,0.289,False
PropRAG,HotpotQA,all,DBEC-IG - SetR-faithful,F1,0.7473044,0.7434934946890055,1000,0.003810905310994474,-0.01477760382988099,0.022946800322390024,0.6539,False
PropRAG,HotpotQA,all,DBEC-IG - SetR-faithful,R5_TITLE,0.9625,0.9245,1000,0.038,0.0255,0.051,1.0,True
PropRAG,HotpotQA,all,DBEC-IG - SetR-style k20,EM,0.62,0.629,1000,-0.009,-0.025,0.007,0.1185,False
PropRAG,HotpotQA,all,DBEC-IG - SetR-style k20,F1,0.7473044,0.7551750575705685,1000,-0.007870657570568408,-0.022369228100576753,0.006594202119724097,0.1387,False
PropRAG,HotpotQA,all,DBEC-IG - SetR-style k20,R5_TITLE,0.9625,0.9735,1000,-0.011,-0.02,-0.002,0.0063,True
PropRAG,HotpotQA,all,DBEC-IG - RankGPT-style sliding,EM,0.62,0.566,1000,0.054,0.032,0.076,1.0,True
PropRAG,HotpotQA,all,DBEC-IG - RankGPT-style sliding,F1,0.7473044,0.6844810404765513,1000,0.0628233595234487,0.04237475411204465,0.08456614826299258,1.0,True
PropRAG,HotpotQA,all,DBEC-IG - RankGPT-style sliding,R5_TITLE,0.9625,0.8805,1000,0.082,0.0675,0.097,1.0,True
PropRAG,HotpotQA,all,DBEC-nobinding - SetR-faithful,EM,0.616,0.625,1000,-0.009,-0.028,0.009,0.1627,False
PropRAG,HotpotQA,all,DBEC-nobinding - SetR-faithful,F1,0.7387376,0.7434934946890055,1000,-0.004755894689005526,-0.022096595291456907,0.01263805890472101,0.3009,False
PropRAG,HotpotQA,all,DBEC-nobinding - SetR-faithful,R5_TITLE,0.956,0.9245,1000,0.0315,0.019,0.044,1.0,True
PropRAG,HotpotQA,support_depth=2,DBEC-IG - DBEC-nobinding,EM,0.62,0.616,1000,0.004,-0.01,0.018,0.694,False
PropRAG,HotpotQA,support_depth=2,DBEC-IG - DBEC-nobinding,F1,0.7473044,0.7387376,1000,0.008566800000000001,-0.003994174999999999,0.02152361,0.9074,False
PropRAG,HotpotQA,support_depth=2,DBEC-IG - DBEC-nobinding,R5_TITLE,0.9625,0.956,1000,0.0065,0.0,0.013,0.9747,False
PropRAG,HotpotQA,support_depth=2,DBEC-IG - DBEC,EM,0.62,0.62,1000,0.0,0.0,0.0,0.0,False
PropRAG,HotpotQA,support_depth=2,DBEC-IG - DBEC,F1,0.7473044,0.7473044,1000,0.0,0.0,0.0,0.0,False
PropRAG,HotpotQA,support_depth=2,DBEC-IG - DBEC,R5_TITLE,0.9625,0.9625,1000,0.0,0.0,0.0,0.0,False
PropRAG,HotpotQA,support_depth=2,DBEC-IG - SetR-faithful,EM,0.62,0.625,1000,-0.005,-0.025,0.015,0.2898,False
PropRAG,HotpotQA,support_depth=2,DBEC-IG - SetR-faithful,F1,0.7473044,0.7434934946890055,1000,0.003810905310994474,-0.015002594265768636,0.022438950485362593,0.65,False
PropRAG,HotpotQA,support_depth=2,DBEC-IG - SetR-faithful,R5_TITLE,0.9625,0.9245,1000,0.038,0.0255,0.051,1.0,True
PropRAG,HotpotQA,support_depth=2,DBEC-IG - SetR-style k20,EM,0.62,0.629,1000,-0.009,-0.025,0.007,0.1181,False
PropRAG,HotpotQA,support_depth=2,DBEC-IG - SetR-style k20,F1,0.7473044,0.7551750575705685,1000,-0.007870657570568408,-0.022098292691671073,0.006269523713801675,0.1501,False
PropRAG,HotpotQA,support_depth=2,DBEC-IG - SetR-style k20,R5_TITLE,0.9625,0.9735,1000,-0.011,-0.02,-0.002,0.0063,True
PropRAG,HotpotQA,support_depth=2,DBEC-IG - RankGPT-style sliding,EM,0.62,0.566,1000,0.054,0.032,0.076,1.0,True
PropRAG,HotpotQA,support_depth=2,DBEC-IG - RankGPT-style sliding,F1,0.7473044,0.6844810404765513,1000,0.0628233595234487,0.04199560685223187,0.08379757273646117,1.0,True
PropRAG,HotpotQA,support_depth=2,DBEC-IG - RankGPT-style sliding,R5_TITLE,0.9625,0.8805,1000,0.082,0.067,0.0975,1.0,True
PropRAG,HotpotQA,support_depth=2,DBEC-nobinding - SetR-faithful,EM,0.616,0.625,1000,-0.009,-0.028,0.009,0.1579,False
PropRAG,HotpotQA,support_depth=2,DBEC-nobinding - SetR-faithful,F1,0.7387376,0.7434934946890055,1000,-0.004755894689005526,-0.022265946933068655,0.012401394618582313,0.2985,False
PropRAG,HotpotQA,support_depth=2,DBEC-nobinding - SetR-faithful,R5_TITLE,0.956,0.9245,1000,0.0315,0.019,0.044,1.0,True
PropRAG,HotpotQA,gate=bind,DBEC-IG - DBEC-nobinding,EM,0.6301369863013698,0.624048706240487,657,0.0060882800608828,-0.015220700152207,0.0273972602739726,0.6928,False
PropRAG,HotpotQA,gate=bind,DBEC-IG - DBEC-nobinding,F1,0.7630152207001523,0.7499759512937595,657,0.013039269406392695,-0.006472294520547946,0.032037267884322665,0.9089,False
PropRAG,HotpotQA,gate=bind,DBEC-IG - DBEC-nobinding,R5_TITLE,0.9604261796042618,0.9505327245053272,657,0.00989345509893455,0.0,0.0197869101978691,0.9743,False
PropRAG,HotpotQA,gate=bind,DBEC-IG - DBEC,EM,0.6301369863013698,0.6301369863013698,657,0.0,0.0,0.0,0.0,False
PropRAG,HotpotQA,gate=bind,DBEC-IG - DBEC,F1,0.7630152207001523,0.7630152207001523,657,0.0,0.0,0.0,0.0,False
PropRAG,HotpotQA,gate=bind,DBEC-IG - DBEC,R5_TITLE,0.9604261796042618,0.9604261796042618,657,0.0,0.0,0.0,0.0,False
PropRAG,HotpotQA,gate=bind,DBEC-IG - SetR-faithful,EM,0.6301369863013698,0.6407914764079148,657,-0.0106544901065449,-0.0350076103500761,0.0136986301369863,0.1787,False
PropRAG,HotpotQA,gate=bind,DBEC-IG - SetR-faithful,F1,0.7630152207001523,0.758950998663596,657,0.0040642220365561775,-0.018061778341782374,0.02620674911284634,0.6461,False
PropRAG,HotpotQA,gate=bind,DBEC-IG - SetR-faithful,R5_TITLE,0.9604261796042618,0.9307458143074582,657,0.02968036529680365,0.0136986301369863,0.045662100456621,0.9996,True
PropRAG,HotpotQA,gate=bind,DBEC-IG - SetR-style k20,EM,0.6301369863013698,0.6407914764079148,657,-0.0106544901065449,-0.0319634703196347,0.0091324200913242,0.1331,False
PropRAG,HotpotQA,gate=bind,DBEC-IG - SetR-style k20,F1,0.7630152207001523,0.7647430418985616,657,-0.001727821198409435,-0.020519682087169998,0.01645613640353836,0.4297,False
PropRAG,HotpotQA,gate=bind,DBEC-IG - SetR-style k20,R5_TITLE,0.9604261796042618,0.974124809741248,657,-0.0136986301369863,-0.0258751902587519,-0.00228310502283105,0.0089,True
PropRAG,HotpotQA,gate=bind,DBEC-IG - RankGPT-style sliding,EM,0.6301369863013698,0.5601217656012176,657,0.0700152207001522,0.0410958904109589,0.0989345509893455,1.0,True
PropRAG,HotpotQA,gate=bind,DBEC-IG - RankGPT-style sliding,F1,0.7630152207001523,0.6815471408944415,657,0.08146807980571075,0.05438548392957606,0.11001339284426041,1.0,True
PropRAG,HotpotQA,gate=bind,DBEC-IG - RankGPT-style sliding,R5_TITLE,0.9604261796042618,0.8698630136986302,657,0.09056316590563165,0.07077625570776255,0.11035007610350075,1.0,True
PropRAG,HotpotQA,gate=bind,DBEC-nobinding - SetR-faithful,EM,0.624048706240487,0.6407914764079148,657,-0.0167427701674277,-0.0395738203957382,0.0045662100456621,0.0587,False
PropRAG,HotpotQA,gate=bind,DBEC-nobinding - SetR-faithful,F1,0.7499759512937595,0.758950998663596,657,-0.008975047369836519,-0.02907690726069923,0.01062087152039273,0.1921,False
PropRAG,HotpotQA,gate=bind,DBEC-nobinding - SetR-faithful,R5_TITLE,0.9505327245053272,0.9307458143074582,657,0.0197869101978691,0.005308219178082209,0.0350076103500761,0.9951,True
PropRAG,HotpotQA,gate=abstain,DBEC-IG - DBEC-nobinding,EM,0.6005830903790087,0.6005830903790087,343,0.0,0.0,0.0,0.0,False
PropRAG,HotpotQA,gate=abstain,DBEC-IG - DBEC-nobinding,F1,0.7172110787172011,0.7172110787172011,343,0.0,0.0,0.0,0.0,False
PropRAG,HotpotQA,gate=abstain,DBEC-IG - DBEC-nobinding,R5_TITLE,0.9664723032069971,0.9664723032069971,343,0.0,0.0,0.0,0.0,False
PropRAG,HotpotQA,gate=abstain,DBEC-IG - DBEC,EM,0.6005830903790087,0.6005830903790087,343,0.0,0.0,0.0,0.0,False
PropRAG,HotpotQA,gate=abstain,DBEC-IG - DBEC,F1,0.7172110787172011,0.7172110787172011,343,0.0,0.0,0.0,0.0,False
PropRAG,HotpotQA,gate=abstain,DBEC-IG - DBEC,R5_TITLE,0.9664723032069971,0.9664723032069971,343,0.0,0.0,0.0,0.0,False
PropRAG,HotpotQA,gate=abstain,DBEC-IG - SetR-faithful,EM,0.6005830903790087,0.5947521865889213,343,0.0058309037900874635,-0.029154518950437316,0.04081632653061224,0.5932,False
PropRAG,HotpotQA,gate=abstain,DBEC-IG - SetR-faithful,F1,0.7172110787172011,0.7138853894082301,343,0.003325689308971041,-0.02957104235819501,0.036437443252111235,0.5823,False
PropRAG,HotpotQA,gate=abstain,DBEC-IG - SetR-faithful,R5_TITLE,0.9664723032069971,0.9125364431486881,343,0.05393586005830904,0.033527696793002916,0.07580174927113703,1.0,True
PropRAG,HotpotQA,gate=abstain,DBEC-IG - SetR-style k20,EM,0.6005830903790087,0.6064139941690962,343,-0.0058309037900874635,-0.03206997084548105,0.02040816326530612,0.2837,False
PropRAG,HotpotQA,gate=abstain,DBEC-IG - SetR-style k20,F1,0.7172110787172011,0.7368480438577649,343,-0.019636965140563876,-0.04314906892441577,0.0033189318545502225,0.0449,False
PropRAG,HotpotQA,gate=abstain,DBEC-IG - SetR-style k20,R5_TITLE,0.9664723032069971,0.9723032069970845,343,-0.0058309037900874635,-0.018950437317784258,0.0058309037900874635,0.153,False
PropRAG,HotpotQA,gate=abstain,DBEC-IG - RankGPT-style sliding,EM,0.6005830903790087,0.577259475218659,343,0.023323615160349854,-0.0058309037900874635,0.052478134110787174,0.9283,False
PropRAG,HotpotQA,gate=abstain,DBEC-IG - RankGPT-style sliding,F1,0.7172110787172011,0.6901007839909716,343,0.027110294726229518,-0.001954038173906414,0.05636354879213669,0.9671,False
PropRAG,HotpotQA,gate=abstain,DBEC-IG - RankGPT-style sliding,R5_TITLE,0.9664723032069971,0.9008746355685131,343,0.06559766763848396,0.04518950437317784,0.08746355685131195,1.0,True
PropRAG,HotpotQA,gate=abstain,DBEC-nobinding - SetR-faithful,EM,0.6005830903790087,0.5947521865889213,343,0.0058309037900874635,-0.029154518950437316,0.04081632653061224,0.6006,False
PropRAG,HotpotQA,gate=abstain,DBEC-nobinding - SetR-faithful,F1,0.7172110787172011,0.7138853894082301,343,0.003325689308971041,-0.02920240404735276,0.035152943239757255,0.5747,False
PropRAG,HotpotQA,gate=abstain,DBEC-nobinding - SetR-faithful,R5_TITLE,0.9664723032069971,0.9125364431486881,343,0.05393586005830904,0.033527696793002916,0.07580174927113703,1.0,True
PropRAG,HotpotQA,support_depth=2|gate=bind,DBEC-IG - DBEC-nobinding,EM,0.6301369863013698,0.624048706240487,657,0.0060882800608828,-0.015220700152207,0.0273972602739726,0.6906,False
PropRAG,HotpotQA,support_depth=2|gate=bind,DBEC-IG - DBEC-nobinding,F1,0.7630152207001523,0.7499759512937595,657,0.013039269406392695,-0.005969406392694063,0.03241750380517504,0.9086,False
PropRAG,HotpotQA,support_depth=2|gate=bind,DBEC-IG - DBEC-nobinding,R5_TITLE,0.9604261796042618,0.9505327245053272,657,0.00989345509893455,0.0,0.0197869101978691,0.9747,False
PropRAG,HotpotQA,support_depth=2|gate=bind,DBEC-IG - DBEC,EM,0.6301369863013698,0.6301369863013698,657,0.0,0.0,0.0,0.0,False
PropRAG,HotpotQA,support_depth=2|gate=bind,DBEC-IG - DBEC,F1,0.7630152207001523,0.7630152207001523,657,0.0,0.0,0.0,0.0,False
PropRAG,HotpotQA,support_depth=2|gate=bind,DBEC-IG - DBEC,R5_TITLE,0.9604261796042618,0.9604261796042618,657,0.0,0.0,0.0,0.0,False
PropRAG,HotpotQA,support_depth=2|gate=bind,DBEC-IG - SetR-faithful,EM,0.6301369863013698,0.6407914764079148,657,-0.0106544901065449,-0.0350076103500761,0.0136986301369863,0.1837,False
PropRAG,HotpotQA,support_depth=2|gate=bind,DBEC-IG - SetR-faithful,F1,0.7630152207001523,0.758950998663596,657,0.0040642220365561775,-0.018596600364225266,0.026443190317730333,0.644,False
PropRAG,HotpotQA,support_depth=2|gate=bind,DBEC-IG - SetR-faithful,R5_TITLE,0.9604261796042618,0.9307458143074582,657,0.02968036529680365,0.0136986301369863,0.045662100456621,0.9999,True
PropRAG,HotpotQA,support_depth=2|gate=bind,DBEC-IG - SetR-style k20,EM,0.6301369863013698,0.6407914764079148,657,-0.0106544901065449,-0.030441400304414,0.0091324200913242,0.138,False
PropRAG,HotpotQA,support_depth=2|gate=bind,DBEC-IG - SetR-style k20,F1,0.7630152207001523,0.7647430418985616,657,-0.001727821198409435,-0.019945107817168656,0.016842408399565932,0.4209,False
PropRAG,HotpotQA,support_depth=2|gate=bind,DBEC-IG - SetR-style k20,R5_TITLE,0.9604261796042618,0.974124809741248,657,-0.0136986301369863,-0.0258751902587519,-0.00228310502283105,0.009,True
PropRAG,HotpotQA,support_depth=2|gate=bind,DBEC-IG - RankGPT-style sliding,EM,0.6301369863013698,0.5601217656012176,657,0.0700152207001522,0.0410958904109589,0.0989345509893455,1.0,True
PropRAG,HotpotQA,support_depth=2|gate=bind,DBEC-IG - RankGPT-style sliding,F1,0.7630152207001523,0.6815471408944415,657,0.08146807980571075,0.05432854809882073,0.10945823381920952,1.0,True
PropRAG,HotpotQA,support_depth=2|gate=bind,DBEC-IG - RankGPT-style sliding,R5_TITLE,0.9604261796042618,0.8698630136986302,657,0.09056316590563165,0.07077625570776255,0.11035007610350075,1.0,True
PropRAG,HotpotQA,support_depth=2|gate=bind,DBEC-nobinding - SetR-faithful,EM,0.624048706240487,0.6407914764079148,657,-0.0167427701674277,-0.0380517503805175,0.0045662100456621,0.0617,False
PropRAG,HotpotQA,support_depth=2|gate=bind,DBEC-nobinding - SetR-faithful,F1,0.7499759512937595,0.758950998663596,657,-0.008975047369836519,-0.028413409637164003,0.01041072220643533,0.1827,False
PropRAG,HotpotQA,support_depth=2|gate=bind,DBEC-nobinding - SetR-faithful,R5_TITLE,0.9505327245053272,0.9307458143074582,657,0.0197869101978691,0.00532724505327245,0.03576864535768645,0.9935,True
PropRAG,HotpotQA,support_depth=2|gate=abstain,DBEC-IG - DBEC-nobinding,EM,0.6005830903790087,0.6005830903790087,343,0.0,0.0,0.0,0.0,False
PropRAG,HotpotQA,support_depth=2|gate=abstain,DBEC-IG - DBEC-nobinding,F1,0.7172110787172011,0.7172110787172011,343,0.0,0.0,0.0,0.0,False
PropRAG,HotpotQA,support_depth=2|gate=abstain,DBEC-IG - DBEC-nobinding,R5_TITLE,0.9664723032069971,0.9664723032069971,343,0.0,0.0,0.0,0.0,False
PropRAG,HotpotQA,support_depth=2|gate=abstain,DBEC-IG - DBEC,EM,0.6005830903790087,0.6005830903790087,343,0.0,0.0,0.0,0.0,False
PropRAG,HotpotQA,support_depth=2|gate=abstain,DBEC-IG - DBEC,F1,0.7172110787172011,0.7172110787172011,343,0.0,0.0,0.0,0.0,False
