dataset,slice,n,min_gold_doc_count,max_gold_doc_count,mean_gold_doc_count,comparison,metric,left_mean,right_mean,delta_mean,ci_low,ci_high,p_delta_gt_0,ci_excludes_zero
MuSiQue,gold_doc_count=3,316,3,3,3.0,DAEC-selective - LLM-direct title,F1,0.38889082278481013,0.33887815770727164,0.05001266507753849,0.00043970020046761187,0.10011307573930991,0.9759,True
MuSiQue,gold_doc_count=3,316,3,3,3.0,DAEC-selective - LLM-direct title,R5_TITLE,0.7468354430379747,0.6097046413502111,0.13713080168776373,0.10548523206751055,0.169831223628692,1.0,True
MuSiQue,gold_doc_count=3,316,3,3,3.0,DAEC-selective - LLM-direct snippet128,EM,0.30063291139240506,0.24367088607594936,0.056962025316455694,0.0031645569620253164,0.11075949367088607,0.9811,True
MuSiQue,gold_doc_count=3,316,3,3,3.0,DAEC-selective - LLM-direct snippet128,F1,0.38889082278481013,0.34982008747415144,0.0390707353106587,-0.012894746419053962,0.09096398568522861,0.9319,False
MuSiQue,gold_doc_count=3,316,3,3,3.0,DAEC-selective - LLM-direct snippet128,R5_TITLE,0.7468354430379747,0.5981012658227848,0.14873417721518986,0.11392405063291139,0.18248945147679327,1.0,True
MuSiQue,gold_doc_count>=4,166,4,4,4.0,DAEC-selective - SetR-style k20,EM,0.18072289156626506,0.1927710843373494,-0.012048192771084338,-0.06626506024096386,0.04216867469879518,0.2941,False
MuSiQue,gold_doc_count>=4,166,4,4,4.0,DAEC-selective - SetR-style k20,F1,0.275544578313253,0.29056355291295044,-0.015018974599697489,-0.0739082759609868,0.04509332968236582,0.3111,False
MuSiQue,gold_doc_count>=4,166,4,4,4.0,DAEC-selective - SetR-style k20,R5_TITLE,0.5060240963855421,0.5271084337349398,-0.02108433734939759,-0.05421686746987952,0.012048192771084338,0.0974,False
MuSiQue,gold_doc_count>=4,166,4,4,4.0,DAEC-selective - Top5,EM,0.18072289156626506,0.1566265060240964,0.024096385542168676,-0.030120481927710843,0.0783132530120482,0.7873,False
MuSiQue,gold_doc_count>=4,166,4,4,4.0,DAEC-selective - Top5,F1,0.275544578313253,0.2503024096385542,0.025242168674698796,-0.026632740963855418,0.07718575301204816,0.8282,False
MuSiQue,gold_doc_count>=4,166,4,4,4.0,DAEC-selective - Top5,R5_TITLE,0.5060240963855421,0.47740963855421686,0.0286144578313253,-0.0030120481927710845,0.060240963855421686,0.9579,False
MuSiQue,gold_doc_count>=4,166,4,4,4.0,DAEC-selective - IRCoT-style local,EM,0.18072289156626506,0.16265060240963855,0.018072289156626505,-0.03614457831325301,0.07228915662650602,0.7027,False
MuSiQue,gold_doc_count>=4,166,4,4,4.0,DAEC-selective - IRCoT-style local,F1,0.275544578313253,0.2471887550200803,0.028355823293172686,-0.025971534471218208,0.08323260207496654,0.8409,False
MuSiQue,gold_doc_count>=4,166,4,4,4.0,DAEC-selective - IRCoT-style local,R5_TITLE,0.5060240963855421,0.4442771084337349,0.061746987951807226,0.0286144578313253,0.09487951807228916,0.9997,True
MuSiQue,gold_doc_count>=4,166,4,4,4.0,DAEC-selective - LLM-direct title,EM,0.18072289156626506,0.12650602409638553,0.05421686746987952,0.0,0.10843373493975904,0.9649,False
MuSiQue,gold_doc_count>=4,166,4,4,4.0,DAEC-selective - LLM-direct title,F1,0.275544578313253,0.20997565510322422,0.06556892321002881,0.0055356565375328706,0.12643395223368642,0.9834,True
MuSiQue,gold_doc_count>=4,166,4,4,4.0,DAEC-selective - LLM-direct title,R5_TITLE,0.5060240963855421,0.38403614457831325,0.12198795180722892,0.0858433734939759,0.15813253012048192,1.0,True
MuSiQue,gold_doc_count>=4,166,4,4,4.0,DAEC-selective - LLM-direct snippet128,EM,0.18072289156626506,0.12650602409638553,0.05421686746987952,-0.006024096385542169,0.1144578313253012,0.9497,False
MuSiQue,gold_doc_count>=4,166,4,4,4.0,DAEC-selective - LLM-direct snippet128,F1,0.275544578313253,0.2121975296142553,0.06334704869899765,0.0027741726992001627,0.12706141709695928,0.9805,True
MuSiQue,gold_doc_count>=4,166,4,4,4.0,DAEC-selective - LLM-direct snippet128,R5_TITLE,0.5060240963855421,0.40963855421686746,0.0963855421686747,0.0572289156626506,0.13403614457831325,1.0,True
