policy,missing_gold_titles,queries,baseline_recall_at_5,baseline_recall_at_10,baseline_recall_at_20,policy_recall_at_5,policy_recall_at_10,policy_recall_at_20,new_recall_at_5,new_recall_at_10,new_recall_at_20,mean_source_rank,mean_policy_rank,mean_rank_improvement,positive_score_rate,prompt_parse_ok_rate
source_order,86,62,0.011627906976744186,0.18604651162790697,0.37209302325581395,0.011627906976744186,0.18604651162790697,0.37209302325581395,0.0,0.0,0.0,34.395348837209305,34.395348837209305,0.0,0.0,
question_lexical,86,62,0.011627906976744186,0.18604651162790697,0.37209302325581395,0.05813953488372093,0.09302325581395349,0.1744186046511628,0.05813953488372093,0.05813953488372093,0.08139534883720931,34.395348837209305,46.72093023255814,-12.325581395348838,0.5697674418604651,
demand_lexical,86,62,0.011627906976744186,0.18604651162790697,0.37209302325581395,0.05813953488372093,0.09302325581395349,0.1744186046511628,0.05813953488372093,0.06976744186046512,0.09302325581395349,34.395348837209305,46.151162790697676,-11.755813953488373,0.5930232558139535,
llm_query_reform,86,62,0.011627906976744186,0.18604651162790697,0.37209302325581395,0.05813953488372093,0.06976744186046512,0.18604651162790697,0.05813953488372093,0.046511627906976744,0.10465116279069768,34.395348837209305,47.325581395348834,-12.930232558139535,0.6511627906976745,1.0
llm_demand_reform,86,62,0.011627906976744186,0.18604651162790697,0.37209302325581395,0.05813953488372093,0.10465116279069768,0.1511627906976744,0.05813953488372093,0.08139534883720931,0.09302325581395349,34.395348837209305,46.68604651162791,-12.290697674418604,0.5581395348837209,1.0
llm_demand_hyde,86,62,0.011627906976744186,0.18604651162790697,0.37209302325581395,0.11627906976744186,0.1744186046511628,0.3023255813953488,0.11627906976744186,0.13953488372093023,0.13953488372093023,34.395348837209305,36.51162790697674,-2.116279069767442,0.9534883720930233,1.0
llm_combined,86,62,0.011627906976744186,0.18604651162790697,0.37209302325581395,0.08139534883720931,0.12790697674418605,0.2558139534883721,0.08139534883720931,0.10465116279069768,0.10465116279069768,34.395348837209305,40.174418604651166,-5.77906976744186,0.9534883720930233,
llm_listwise_select,86,62,0.011627906976744186,0.18604651162790697,0.37209302325581395,0.26744186046511625,0.3372093023255814,0.47674418604651164,0.26744186046511625,0.27906976744186046,0.20930232558139536,34.395348837209305,30.674418604651162,3.7209302325581395,0.3372093023255814,0.9032258064516129
