dataset,variant,n,rank_quota,max_repairs,min_gain,branch_policy,final_support_recall,final_support_complete,rank_support_recall,rank_support_complete,dbec_support_recall,dbec_support_complete,delta_support_recall_vs_rank,delta_support_complete_vs_rank,delta_support_recall_vs_dbec,delta_support_complete_vs_dbec,accepted_repair_count,rank_fill_count,added_gold_count,removed_gold_count,net_gold_delta_vs_rank,harmful_replacement_rate,branch_conflict_reject_count,branch_unknown_count
2Wiki,rq2_mr1_g003_branchstrict,122,2,1,0.03,strict,0.8872950819672131,0.5737704918032787,0.8770491803278688,0.5491803278688525,0.9241803278688525,0.7049180327868853,0.010245901639344262,0.02459016393442623,-0.036885245901639344,-0.13114754098360656,0.4262295081967213,2.0,0.06557377049180328,0.02459016393442623,0.040983606557377046,0.02459016393442623,0.0,0.02459016393442623
2Wiki,rq2_mr1_g005_branchoff,122,2,1,0.05,off,0.8872950819672131,0.5737704918032787,0.8770491803278688,0.5491803278688525,0.9241803278688525,0.7049180327868853,0.010245901639344262,0.02459016393442623,-0.036885245901639344,-0.13114754098360656,0.4262295081967213,2.0,0.06557377049180328,0.02459016393442623,0.040983606557377046,0.02459016393442623,0.0,0.47540983606557374
2Wiki,rq2_mr1_g005_branchstrict,122,2,1,0.05,strict,0.8872950819672131,0.5737704918032787,0.8770491803278688,0.5491803278688525,0.9241803278688525,0.7049180327868853,0.010245901639344262,0.02459016393442623,-0.036885245901639344,-0.13114754098360656,0.4262295081967213,2.0,0.06557377049180328,0.02459016393442623,0.040983606557377046,0.02459016393442623,0.0,0.02459016393442623
2Wiki,rq2_mr1_g010_branchoff,122,2,1,0.1,off,0.8872950819672131,0.5737704918032787,0.8770491803278688,0.5491803278688525,0.9241803278688525,0.7049180327868853,0.010245901639344262,0.02459016393442623,-0.036885245901639344,-0.13114754098360656,0.4262295081967213,2.0,0.06557377049180328,0.02459016393442623,0.040983606557377046,0.02459016393442623,0.0,0.47540983606557374
2Wiki,rq2_mr1_g010_branchstrict,122,2,1,0.1,strict,0.8872950819672131,0.5737704918032787,0.8770491803278688,0.5491803278688525,0.9241803278688525,0.7049180327868853,0.010245901639344262,0.02459016393442623,-0.036885245901639344,-0.13114754098360656,0.4262295081967213,2.0,0.06557377049180328,0.02459016393442623,0.040983606557377046,0.02459016393442623,0.0,0.02459016393442623
2Wiki,rq2_mr2_g000_branchoff,122,2,2,0.0,off,0.8872950819672131,0.5737704918032787,0.8770491803278688,0.5491803278688525,0.9241803278688525,0.7049180327868853,0.010245901639344262,0.02459016393442623,-0.036885245901639344,-0.13114754098360656,0.4262295081967213,2.0,0.06557377049180328,0.02459016393442623,0.040983606557377046,0.02459016393442623,0.0,0.47540983606557374
2Wiki,rq2_mr2_g000_branchstrict,122,2,2,0.0,strict,0.8872950819672131,0.5737704918032787,0.8770491803278688,0.5491803278688525,0.9241803278688525,0.7049180327868853,0.010245901639344262,0.02459016393442623,-0.036885245901639344,-0.13114754098360656,0.4262295081967213,2.0,0.06557377049180328,0.02459016393442623,0.040983606557377046,0.02459016393442623,0.0,0.02459016393442623
2Wiki,rq2_mr2_g003_branchoff,122,2,2,0.03,off,0.8872950819672131,0.5737704918032787,0.8770491803278688,0.5491803278688525,0.9241803278688525,0.7049180327868853,0.010245901639344262,0.02459016393442623,-0.036885245901639344,-0.13114754098360656,0.4262295081967213,2.0,0.06557377049180328,0.02459016393442623,0.040983606557377046,0.02459016393442623,0.0,0.47540983606557374
2Wiki,rq2_mr2_g003_branchstrict,122,2,2,0.03,strict,0.8872950819672131,0.5737704918032787,0.8770491803278688,0.5491803278688525,0.9241803278688525,0.7049180327868853,0.010245901639344262,0.02459016393442623,-0.036885245901639344,-0.13114754098360656,0.4262295081967213,2.0,0.06557377049180328,0.02459016393442623,0.040983606557377046,0.02459016393442623,0.0,0.02459016393442623
2Wiki,rq2_mr2_g005_branchoff,122,2,2,0.05,off,0.8872950819672131,0.5737704918032787,0.8770491803278688,0.5491803278688525,0.9241803278688525,0.7049180327868853,0.010245901639344262,0.02459016393442623,-0.036885245901639344,-0.13114754098360656,0.4262295081967213,2.0,0.06557377049180328,0.02459016393442623,0.040983606557377046,0.02459016393442623,0.0,0.47540983606557374
2Wiki,rq2_mr2_g005_branchstrict,122,2,2,0.05,strict,0.8872950819672131,0.5737704918032787,0.8770491803278688,0.5491803278688525,0.9241803278688525,0.7049180327868853,0.010245901639344262,0.02459016393442623,-0.036885245901639344,-0.13114754098360656,0.4262295081967213,2.0,0.06557377049180328,0.02459016393442623,0.040983606557377046,0.02459016393442623,0.0,0.02459016393442623
2Wiki,rq2_mr2_g010_branchoff,122,2,2,0.1,off,0.8872950819672131,0.5737704918032787,0.8770491803278688,0.5491803278688525,0.9241803278688525,0.7049180327868853,0.010245901639344262,0.02459016393442623,-0.036885245901639344,-0.13114754098360656,0.4262295081967213,2.0,0.06557377049180328,0.02459016393442623,0.040983606557377046,0.02459016393442623,0.0,0.47540983606557374
2Wiki,rq2_mr2_g010_branchstrict,122,2,2,0.1,strict,0.8872950819672131,0.5737704918032787,0.8770491803278688,0.5491803278688525,0.9241803278688525,0.7049180327868853,0.010245901639344262,0.02459016393442623,-0.036885245901639344,-0.13114754098360656,0.4262295081967213,2.0,0.06557377049180328,0.02459016393442623,0.040983606557377046,0.02459016393442623,0.0,0.02459016393442623
2Wiki,rq2_mr3_g000_branchoff,122,2,3,0.0,off,0.8872950819672131,0.5737704918032787,0.8770491803278688,0.5491803278688525,0.9241803278688525,0.7049180327868853,0.010245901639344262,0.02459016393442623,-0.036885245901639344,-0.13114754098360656,0.4262295081967213,2.0,0.06557377049180328,0.02459016393442623,0.040983606557377046,0.02459016393442623,0.0,0.47540983606557374
2Wiki,rq2_mr3_g000_branchstrict,122,2,3,0.0,strict,0.8872950819672131,0.5737704918032787,0.8770491803278688,0.5491803278688525,0.9241803278688525,0.7049180327868853,0.010245901639344262,0.02459016393442623,-0.036885245901639344,-0.13114754098360656,0.4262295081967213,2.0,0.06557377049180328,0.02459016393442623,0.040983606557377046,0.02459016393442623,0.0,0.02459016393442623
