dataset,variant,baseline,metric,rank_quota,max_repairs,min_gain,branch_policy,n,delta_mean,ci_low,ci_high,p_delta_gt_0,ci_excludes_zero
HotpotQA,rq1_mr1_g010_branchstrict,rank_fill5,support_complete,1,1,0.1,strict,32,0.0625,0.0,0.15625,0.8749,False
HotpotQA,rq1_mr1_g010_branchstrict,dbec_selective,support_complete,1,1,0.1,strict,32,0.03125,0.0,0.09375,0.632,False
HotpotQA,rq1_mr1_g010_branchstrict,rank_fill5,support_hit_count,1,1,0.1,strict,32,0.0625,0.0,0.15625,0.8733,False
HotpotQA,rq1_mr1_g010_branchstrict,dbec_selective,support_hit_count,1,1,0.1,strict,32,0.03125,0.0,0.09375,0.6402,False
HotpotQA,rq1_mr2_g000_branchoff,rank_fill5,support_recall,1,2,0.0,off,32,0.03125,0.0,0.078125,0.8735,False
HotpotQA,rq1_mr2_g000_branchoff,dbec_selective,support_recall,1,2,0.0,off,32,0.015625,0.0,0.046875,0.6445,False
HotpotQA,rq1_mr2_g000_branchoff,rank_fill5,support_complete,1,2,0.0,off,32,0.0625,0.0,0.15625,0.8708,False
HotpotQA,rq1_mr2_g000_branchoff,dbec_selective,support_complete,1,2,0.0,off,32,0.03125,0.0,0.09375,0.6374,False
HotpotQA,rq1_mr2_g000_branchoff,rank_fill5,support_hit_count,1,2,0.0,off,32,0.0625,0.0,0.15625,0.8712,False
HotpotQA,rq1_mr2_g000_branchoff,dbec_selective,support_hit_count,1,2,0.0,off,32,0.03125,0.0,0.09375,0.6321,False
HotpotQA,rq1_mr2_g000_branchstrict,rank_fill5,support_recall,1,2,0.0,strict,32,0.03125,0.0,0.078125,0.8724,False
HotpotQA,rq1_mr2_g000_branchstrict,dbec_selective,support_recall,1,2,0.0,strict,32,0.015625,0.0,0.046875,0.6386,False
HotpotQA,rq1_mr2_g000_branchstrict,rank_fill5,support_complete,1,2,0.0,strict,32,0.0625,0.0,0.15625,0.8657,False
HotpotQA,rq1_mr2_g000_branchstrict,dbec_selective,support_complete,1,2,0.0,strict,32,0.03125,0.0,0.09375,0.6421,False
HotpotQA,rq1_mr2_g000_branchstrict,rank_fill5,support_hit_count,1,2,0.0,strict,32,0.0625,0.0,0.15625,0.8713,False
HotpotQA,rq1_mr2_g000_branchstrict,dbec_selective,support_hit_count,1,2,0.0,strict,32,0.03125,0.0,0.09375,0.6291,False
HotpotQA,rq1_mr2_g003_branchoff,rank_fill5,support_recall,1,2,0.03,off,32,0.03125,0.0,0.078125,0.877,False
HotpotQA,rq1_mr2_g003_branchoff,dbec_selective,support_recall,1,2,0.03,off,32,0.015625,0.0,0.046875,0.6358,False
HotpotQA,rq1_mr2_g003_branchoff,rank_fill5,support_complete,1,2,0.03,off,32,0.0625,0.0,0.15625,0.863,False
HotpotQA,rq1_mr2_g003_branchoff,dbec_selective,support_complete,1,2,0.03,off,32,0.03125,0.0,0.09375,0.6344,False
HotpotQA,rq1_mr2_g003_branchoff,rank_fill5,support_hit_count,1,2,0.03,off,32,0.0625,0.0,0.15625,0.878,False
HotpotQA,rq1_mr2_g003_branchoff,dbec_selective,support_hit_count,1,2,0.03,off,32,0.03125,0.0,0.09375,0.642,False
HotpotQA,rq1_mr2_g003_branchstrict,rank_fill5,support_recall,1,2,0.03,strict,32,0.03125,0.0,0.078125,0.8728,False
HotpotQA,rq1_mr2_g003_branchstrict,dbec_selective,support_recall,1,2,0.03,strict,32,0.015625,0.0,0.046875,0.6381,False
HotpotQA,rq1_mr2_g003_branchstrict,rank_fill5,support_complete,1,2,0.03,strict,32,0.0625,0.0,0.15625,0.8695,False
HotpotQA,rq1_mr2_g003_branchstrict,dbec_selective,support_complete,1,2,0.03,strict,32,0.03125,0.0,0.09375,0.6366,False
HotpotQA,rq1_mr2_g003_branchstrict,rank_fill5,support_hit_count,1,2,0.03,strict,32,0.0625,0.0,0.15625,0.8717,False
HotpotQA,rq1_mr2_g003_branchstrict,dbec_selective,support_hit_count,1,2,0.03,strict,32,0.03125,0.0,0.09375,0.6471,False
HotpotQA,rq1_mr2_g005_branchoff,rank_fill5,support_recall,1,2,0.05,off,32,0.03125,0.0,0.078125,0.8782,False
HotpotQA,rq1_mr2_g005_branchoff,dbec_selective,support_recall,1,2,0.05,off,32,0.015625,0.0,0.046875,0.6393,False
HotpotQA,rq1_mr2_g005_branchoff,rank_fill5,support_complete,1,2,0.05,off,32,0.0625,0.0,0.15625,0.872,False
HotpotQA,rq1_mr2_g005_branchoff,dbec_selective,support_complete,1,2,0.05,off,32,0.03125,0.0,0.09375,0.6391,False
HotpotQA,rq1_mr2_g005_branchoff,rank_fill5,support_hit_count,1,2,0.05,off,32,0.0625,0.0,0.15625,0.8679,False
HotpotQA,rq1_mr2_g005_branchoff,dbec_selective,support_hit_count,1,2,0.05,off,32,0.03125,0.0,0.09375,0.6355,False
HotpotQA,rq1_mr2_g005_branchstrict,rank_fill5,support_recall,1,2,0.05,strict,32,0.03125,0.0,0.078125,0.8776,False
HotpotQA,rq1_mr2_g005_branchstrict,dbec_selective,support_recall,1,2,0.05,strict,32,0.015625,0.0,0.046875,0.6424,False
HotpotQA,rq1_mr2_g005_branchstrict,rank_fill5,support_complete,1,2,0.05,strict,32,0.0625,0.0,0.15625,0.8649,False
HotpotQA,rq1_mr2_g005_branchstrict,dbec_selective,support_complete,1,2,0.05,strict,32,0.03125,0.0,0.09375,0.6368,False
HotpotQA,rq1_mr2_g005_branchstrict,rank_fill5,support_hit_count,1,2,0.05,strict,32,0.0625,0.0,0.15625,0.8684,False
HotpotQA,rq1_mr2_g005_branchstrict,dbec_selective,support_hit_count,1,2,0.05,strict,32,0.03125,0.0,0.09375,0.6355,False
HotpotQA,rq1_mr2_g010_branchoff,rank_fill5,support_recall,1,2,0.1,off,32,0.03125,0.0,0.078125,0.8712,False
HotpotQA,rq1_mr2_g010_branchoff,dbec_selective,support_recall,1,2,0.1,off,32,0.015625,0.0,0.046875,0.6354,False
HotpotQA,rq1_mr2_g010_branchoff,rank_fill5,support_complete,1,2,0.1,off,32,0.0625,0.0,0.15625,0.8781,False
HotpotQA,rq1_mr2_g010_branchoff,dbec_selective,support_complete,1,2,0.1,off,32,0.03125,0.0,0.09375,0.6387,False
HotpotQA,rq1_mr2_g010_branchoff,rank_fill5,support_hit_count,1,2,0.1,off,32,0.0625,0.0,0.15625,0.8737,False
HotpotQA,rq1_mr2_g010_branchoff,dbec_selective,support_hit_count,1,2,0.1,off,32,0.03125,0.0,0.09375,0.6332,False
HotpotQA,rq1_mr2_g010_branchstrict,rank_fill5,support_recall,1,2,0.1,strict,32,0.03125,0.0,0.078125,0.877,False
HotpotQA,rq1_mr2_g010_branchstrict,dbec_selective,support_recall,1,2,0.1,strict,32,0.015625,0.0,0.046875,0.631,False
HotpotQA,rq1_mr2_g010_branchstrict,rank_fill5,support_complete,1,2,0.1,strict,32,0.0625,0.0,0.15625,0.8688,False
HotpotQA,rq1_mr2_g010_branchstrict,dbec_selective,support_complete,1,2,0.1,strict,32,0.03125,0.0,0.09375,0.6477,False
HotpotQA,rq1_mr2_g010_branchstrict,rank_fill5,support_hit_count,1,2,0.1,strict,32,0.0625,0.0,0.15625,0.8738,False
HotpotQA,rq1_mr2_g010_branchstrict,dbec_selective,support_hit_count,1,2,0.1,strict,32,0.03125,0.0,0.09375,0.6402,False
HotpotQA,rq1_mr3_g000_branchoff,rank_fill5,support_recall,1,3,0.0,off,32,0.03125,0.0,0.078125,0.8741,False
HotpotQA,rq1_mr3_g000_branchoff,dbec_selective,support_recall,1,3,0.0,off,32,0.015625,0.0,0.046875,0.6352,False
HotpotQA,rq1_mr3_g000_branchoff,rank_fill5,support_complete,1,3,0.0,off,32,0.0625,0.0,0.15625,0.8745,False
HotpotQA,rq1_mr3_g000_branchoff,dbec_selective,support_complete,1,3,0.0,off,32,0.03125,0.0,0.09375,0.6309,False
HotpotQA,rq1_mr3_g000_branchoff,rank_fill5,support_hit_count,1,3,0.0,off,32,0.0625,0.0,0.15625,0.878,False
HotpotQA,rq1_mr3_g000_branchoff,dbec_selective,support_hit_count,1,3,0.0,off,32,0.03125,0.0,0.09375,0.6387,False
HotpotQA,rq1_mr3_g000_branchstrict,rank_fill5,support_recall,1,3,0.0,strict,32,0.03125,0.0,0.078125,0.874,False
HotpotQA,rq1_mr3_g000_branchstrict,dbec_selective,support_recall,1,3,0.0,strict,32,0.015625,0.0,0.046875,0.6377,False
HotpotQA,rq1_mr3_g000_branchstrict,rank_fill5,support_complete,1,3,0.0,strict,32,0.0625,0.0,0.15625,0.8719,False
HotpotQA,rq1_mr3_g000_branchstrict,dbec_selective,support_complete,1,3,0.0,strict,32,0.03125,0.0,0.09375,0.6407,False
HotpotQA,rq1_mr3_g000_branchstrict,rank_fill5,support_hit_count,1,3,0.0,strict,32,0.0625,0.0,0.15625,0.8774,False
HotpotQA,rq1_mr3_g000_branchstrict,dbec_selective,support_hit_count,1,3,0.0,strict,32,0.03125,0.0,0.09375,0.6284,False
HotpotQA,rq1_mr3_g003_branchoff,rank_fill5,support_recall,1,3,0.03,off,32,0.03125,0.0,0.078125,0.87,False
HotpotQA,rq1_mr3_g003_branchoff,dbec_selective,support_recall,1,3,0.03,off,32,0.015625,0.0,0.046875,0.6228,False
HotpotQA,rq1_mr3_g003_branchoff,rank_fill5,support_complete,1,3,0.03,off,32,0.0625,0.0,0.15625,0.8771,False
HotpotQA,rq1_mr3_g003_branchoff,dbec_selective,support_complete,1,3,0.03,off,32,0.03125,0.0,0.09375,0.6303,False
HotpotQA,rq1_mr3_g003_branchoff,rank_fill5,support_hit_count,1,3,0.03,off,32,0.0625,0.0,0.15625,0.8812,False
HotpotQA,rq1_mr3_g003_branchoff,dbec_selective,support_hit_count,1,3,0.03,off,32,0.03125,0.0,0.09375,0.6396,False
HotpotQA,rq1_mr3_g003_branchstrict,rank_fill5,support_recall,1,3,0.03,strict,32,0.03125,0.0,0.078125,0.8725,False
HotpotQA,rq1_mr3_g003_branchstrict,dbec_selective,support_recall,1,3,0.03,strict,32,0.015625,0.0,0.046875,0.6424,False
HotpotQA,rq1_mr3_g003_branchstrict,rank_fill5,support_complete,1,3,0.03,strict,32,0.0625,0.0,0.15625,0.8691,False
HotpotQA,rq1_mr3_g003_branchstrict,dbec_selective,support_complete,1,3,0.03,strict,32,0.03125,0.0,0.09375,0.6268,False
HotpotQA,rq1_mr3_g003_branchstrict,rank_fill5,support_hit_count,1,3,0.03,strict,32,0.0625,0.0,0.15625,0.8735,False
HotpotQA,rq1_mr3_g003_branchstrict,dbec_selective,support_hit_count,1,3,0.03,strict,32,0.03125,0.0,0.09375,0.6413,False
HotpotQA,rq1_mr3_g005_branchoff,rank_fill5,support_recall,1,3,0.05,off,32,0.03125,0.0,0.078125,0.8745,False
HotpotQA,rq1_mr3_g005_branchoff,dbec_selective,support_recall,1,3,0.05,off,32,0.015625,0.0,0.046875,0.6389,False
HotpotQA,rq1_mr3_g005_branchoff,rank_fill5,support_complete,1,3,0.05,off,32,0.0625,0.0,0.15625,0.8769,False
HotpotQA,rq1_mr3_g005_branchoff,dbec_selective,support_complete,1,3,0.05,off,32,0.03125,0.0,0.09375,0.6386,False
HotpotQA,rq1_mr3_g005_branchoff,rank_fill5,support_hit_count,1,3,0.05,off,32,0.0625,0.0,0.15625,0.8695,False
HotpotQA,rq1_mr3_g005_branchoff,dbec_selective,support_hit_count,1,3,0.05,off,32,0.03125,0.0,0.09375,0.6376,False
HotpotQA,rq1_mr3_g005_branchstrict,rank_fill5,support_recall,1,3,0.05,strict,32,0.03125,0.0,0.078125,0.8731,False
HotpotQA,rq1_mr3_g005_branchstrict,dbec_selective,support_recall,1,3,0.05,strict,32,0.015625,0.0,0.046875,0.6389,False
HotpotQA,rq1_mr3_g005_branchstrict,rank_fill5,support_complete,1,3,0.05,strict,32,0.0625,0.0,0.15625,0.8707,False
HotpotQA,rq1_mr3_g005_branchstrict,dbec_selective,support_complete,1,3,0.05,strict,32,0.03125,0.0,0.09375,0.6371,False
HotpotQA,rq1_mr3_g005_branchstrict,rank_fill5,support_hit_count,1,3,0.05,strict,32,0.0625,0.0,0.15625,0.8789,False
HotpotQA,rq1_mr3_g005_branchstrict,dbec_selective,support_hit_count,1,3,0.05,strict,32,0.03125,0.0,0.09375,0.6344,False
HotpotQA,rq1_mr3_g010_branchoff,rank_fill5,support_recall,1,3,0.1,off,32,0.03125,0.0,0.078125,0.8692,False
HotpotQA,rq1_mr3_g010_branchoff,dbec_selective,support_recall,1,3,0.1,off,32,0.015625,0.0,0.046875,0.6348,False
HotpotQA,rq1_mr3_g010_branchoff,rank_fill5,support_complete,1,3,0.1,off,32,0.0625,0.0,0.15625,0.8721,False
HotpotQA,rq1_mr3_g010_branchoff,dbec_selective,support_complete,1,3,0.1,off,32,0.03125,0.0,0.09375,0.6307,False
HotpotQA,rq1_mr3_g010_branchoff,rank_fill5,support_hit_count,1,3,0.1,off,32,0.0625,0.0,0.15625,0.8713,False
HotpotQA,rq1_mr3_g010_branchoff,dbec_selective,support_hit_count,1,3,0.1,off,32,0.03125,0.0,0.09375,0.6333,False
HotpotQA,rq1_mr3_g010_branchstrict,rank_fill5,support_recall,1,3,0.1,strict,32,0.03125,0.0,0.078125,0.8693,False
HotpotQA,rq1_mr3_g010_branchstrict,dbec_selective,support_recall,1,3,0.1,strict,32,0.015625,0.0,0.046875,0.6381,False
HotpotQA,rq1_mr3_g010_branchstrict,rank_fill5,support_complete,1,3,0.1,strict,32,0.0625,0.0,0.15625,0.8673,False
HotpotQA,rq1_mr3_g010_branchstrict,dbec_selective,support_complete,1,3,0.1,strict,32,0.03125,0.0,0.09375,0.639,False
HotpotQA,rq1_mr3_g010_branchstrict,rank_fill5,support_hit_count,1,3,0.1,strict,32,0.0625,0.0,0.15625,0.8748,False
HotpotQA,rq1_mr3_g010_branchstrict,dbec_selective,support_hit_count,1,3,0.1,strict,32,0.03125,0.0,0.09375,0.6323,False
HotpotQA,rq2_mr1_g000_branchoff,rank_fill5,support_recall,2,1,0.0,off,32,0.03125,0.0,0.078125,0.8744,False
HotpotQA,rq2_mr1_g000_branchoff,dbec_selective,support_recall,2,1,0.0,off,32,0.015625,0.0,0.046875,0.6347,False
HotpotQA,rq2_mr1_g000_branchoff,rank_fill5,support_complete,2,1,0.0,off,32,0.0625,0.0,0.15625,0.8721,False
HotpotQA,rq2_mr1_g000_branchoff,dbec_selective,support_complete,2,1,0.0,off,32,0.03125,0.0,0.09375,0.6381,False
HotpotQA,rq2_mr1_g000_branchoff,rank_fill5,support_hit_count,2,1,0.0,off,32,0.0625,0.0,0.15625,0.8691,False
HotpotQA,rq2_mr1_g000_branchoff,dbec_selective,support_hit_count,2,1,0.0,off,32,0.03125,0.0,0.09375,0.6354,False
HotpotQA,rq2_mr1_g000_branchstrict,rank_fill5,support_recall,2,1,0.0,strict,32,0.03125,0.0,0.078125,0.8715,False
HotpotQA,rq2_mr1_g000_branchstrict,dbec_selective,support_recall,2,1,0.0,strict,32,0.015625,0.0,0.046875,0.6429,False
HotpotQA,rq2_mr1_g000_branchstrict,rank_fill5,support_complete,2,1,0.0,strict,32,0.0625,0.0,0.15625,0.8736,False
HotpotQA,rq2_mr1_g000_branchstrict,dbec_selective,support_complete,2,1,0.0,strict,32,0.03125,0.0,0.09375,0.6357,False
HotpotQA,rq2_mr1_g000_branchstrict,rank_fill5,support_hit_count,2,1,0.0,strict,32,0.0625,0.0,0.15625,0.8797,False
HotpotQA,rq2_mr1_g000_branchstrict,dbec_selective,support_hit_count,2,1,0.0,strict,32,0.03125,0.0,0.09375,0.6342,False
HotpotQA,rq2_mr1_g003_branchoff,rank_fill5,support_recall,2,1,0.03,off,32,0.03125,0.0,0.078125,0.8731,False
HotpotQA,rq2_mr1_g003_branchoff,dbec_selective,support_recall,2,1,0.03,off,32,0.015625,0.0,0.046875,0.6455,False
HotpotQA,rq2_mr1_g003_branchoff,rank_fill5,support_complete,2,1,0.03,off,32,0.0625,0.0,0.15625,0.868,False
HotpotQA,rq2_mr1_g003_branchoff,dbec_selective,support_complete,2,1,0.03,off,32,0.03125,0.0,0.09375,0.6334,False
HotpotQA,rq2_mr1_g003_branchoff,rank_fill5,support_hit_count,2,1,0.03,off,32,0.0625,0.0,0.15625,0.8686,False
HotpotQA,rq2_mr1_g003_branchoff,dbec_selective,support_hit_count,2,1,0.03,off,32,0.03125,0.0,0.09375,0.6439,False
HotpotQA,rq2_mr1_g003_branchstrict,rank_fill5,support_recall,2,1,0.03,strict,32,0.03125,0.0,0.078125,0.8753,False
HotpotQA,rq2_mr1_g003_branchstrict,dbec_selective,support_recall,2,1,0.03,strict,32,0.015625,0.0,0.046875,0.6337,False
HotpotQA,rq2_mr1_g003_branchstrict,rank_fill5,support_complete,2,1,0.03,strict,32,0.0625,0.0,0.15625,0.8737,False
HotpotQA,rq2_mr1_g003_branchstrict,dbec_selective,support_complete,2,1,0.03,strict,32,0.03125,0.0,0.09375,0.6405,False
HotpotQA,rq2_mr1_g003_branchstrict,rank_fill5,support_hit_count,2,1,0.03,strict,32,0.0625,0.0,0.15625,0.872,False
HotpotQA,rq2_mr1_g003_branchstrict,dbec_selective,support_hit_count,2,1,0.03,strict,32,0.03125,0.0,0.09375,0.6372,False
HotpotQA,rq2_mr1_g005_branchoff,rank_fill5,support_recall,2,1,0.05,off,32,0.03125,0.0,0.078125,0.87,False
HotpotQA,rq2_mr1_g005_branchoff,dbec_selective,support_recall,2,1,0.05,off,32,0.015625,0.0,0.046875,0.6396,False
HotpotQA,rq2_mr1_g005_branchoff,rank_fill5,support_complete,2,1,0.05,off,32,0.0625,0.0,0.15625,0.8741,False
HotpotQA,rq2_mr1_g005_branchoff,dbec_selective,support_complete,2,1,0.05,off,32,0.03125,0.0,0.09375,0.6353,False
HotpotQA,rq2_mr1_g005_branchoff,rank_fill5,support_hit_count,2,1,0.05,off,32,0.0625,0.0,0.15625,0.8743,False
HotpotQA,rq2_mr1_g005_branchoff,dbec_selective,support_hit_count,2,1,0.05,off,32,0.03125,0.0,0.09375,0.6371,False
HotpotQA,rq2_mr1_g005_branchstrict,rank_fill5,support_recall,2,1,0.05,strict,32,0.03125,0.0,0.078125,0.8714,False
HotpotQA,rq2_mr1_g005_branchstrict,dbec_selective,support_recall,2,1,0.05,strict,32,0.015625,0.0,0.046875,0.6371,False
HotpotQA,rq2_mr1_g005_branchstrict,rank_fill5,support_complete,2,1,0.05,strict,32,0.0625,0.0,0.15625,0.8698,False
HotpotQA,rq2_mr1_g005_branchstrict,dbec_selective,support_complete,2,1,0.05,strict,32,0.03125,0.0,0.09375,0.6427,False
HotpotQA,rq2_mr1_g005_branchstrict,rank_fill5,support_hit_count,2,1,0.05,strict,32,0.0625,0.0,0.15625,0.8733,False
HotpotQA,rq2_mr1_g005_branchstrict,dbec_selective,support_hit_count,2,1,0.05,strict,32,0.03125,0.0,0.09375,0.6356,False
HotpotQA,rq2_mr1_g010_branchoff,rank_fill5,support_recall,2,1,0.1,off,32,0.03125,0.0,0.078125,0.8752,False
HotpotQA,rq2_mr1_g010_branchoff,dbec_selective,support_recall,2,1,0.1,off,32,0.015625,0.0,0.046875,0.6371,False
HotpotQA,rq2_mr1_g010_branchoff,rank_fill5,support_complete,2,1,0.1,off,32,0.0625,0.0,0.15625,0.8737,False
HotpotQA,rq2_mr1_g010_branchoff,dbec_selective,support_complete,2,1,0.1,off,32,0.03125,0.0,0.09375,0.6391,False
HotpotQA,rq2_mr1_g010_branchoff,rank_fill5,support_hit_count,2,1,0.1,off,32,0.0625,0.0,0.15625,0.8736,False
HotpotQA,rq2_mr1_g010_branchoff,dbec_selective,support_hit_count,2,1,0.1,off,32,0.03125,0.0,0.09375,0.6411,False
HotpotQA,rq2_mr1_g010_branchstrict,rank_fill5,support_recall,2,1,0.1,strict,32,0.03125,0.0,0.078125,0.8758,False
HotpotQA,rq2_mr1_g010_branchstrict,dbec_selective,support_recall,2,1,0.1,strict,32,0.015625,0.0,0.046875,0.6429,False
HotpotQA,rq2_mr1_g010_branchstrict,rank_fill5,support_complete,2,1,0.1,strict,32,0.0625,0.0,0.15625,0.8754,False
HotpotQA,rq2_mr1_g010_branchstrict,dbec_selective,support_complete,2,1,0.1,strict,32,0.03125,0.0,0.09375,0.6362,False
HotpotQA,rq2_mr1_g010_branchstrict,rank_fill5,support_hit_count,2,1,0.1,strict,32,0.0625,0.0,0.15625,0.8775,False
HotpotQA,rq2_mr1_g010_branchstrict,dbec_selective,support_hit_count,2,1,0.1,strict,32,0.03125,0.0,0.09375,0.6377,False
HotpotQA,rq2_mr2_g000_branchoff,rank_fill5,support_recall,2,2,0.0,off,32,0.03125,0.0,0.078125,0.8759,False
HotpotQA,rq2_mr2_g000_branchoff,dbec_selective,support_recall,2,2,0.0,off,32,0.015625,0.0,0.046875,0.6412,False
HotpotQA,rq2_mr2_g000_branchoff,rank_fill5,support_complete,2,2,0.0,off,32,0.0625,0.0,0.15625,0.8717,False
HotpotQA,rq2_mr2_g000_branchoff,dbec_selective,support_complete,2,2,0.0,off,32,0.03125,0.0,0.09375,0.6391,False
HotpotQA,rq2_mr2_g000_branchoff,rank_fill5,support_hit_count,2,2,0.0,off,32,0.0625,0.0,0.15625,0.8746,False
HotpotQA,rq2_mr2_g000_branchoff,dbec_selective,support_hit_count,2,2,0.0,off,32,0.03125,0.0,0.09375,0.6367,False
HotpotQA,rq2_mr2_g000_branchstrict,rank_fill5,support_recall,2,2,0.0,strict,32,0.03125,0.0,0.078125,0.8739,False
HotpotQA,rq2_mr2_g000_branchstrict,dbec_selective,support_recall,2,2,0.0,strict,32,0.015625,0.0,0.046875,0.6401,False
HotpotQA,rq2_mr2_g000_branchstrict,rank_fill5,support_complete,2,2,0.0,strict,32,0.0625,0.0,0.15625,0.8727,False
HotpotQA,rq2_mr2_g000_branchstrict,dbec_selective,support_complete,2,2,0.0,strict,32,0.03125,0.0,0.09375,0.6425,False
HotpotQA,rq2_mr2_g000_branchstrict,rank_fill5,support_hit_count,2,2,0.0,strict,32,0.0625,0.0,0.15625,0.8763,False
HotpotQA,rq2_mr2_g000_branchstrict,dbec_selective,support_hit_count,2,2,0.0,strict,32,0.03125,0.0,0.09375,0.6394,False
HotpotQA,rq2_mr2_g003_branchoff,rank_fill5,support_recall,2,2,0.03,off,32,0.03125,0.0,0.078125,0.8774,False
HotpotQA,rq2_mr2_g003_branchoff,dbec_selective,support_recall,2,2,0.03,off,32,0.015625,0.0,0.046875,0.6398,False
HotpotQA,rq2_mr2_g003_branchoff,rank_fill5,support_complete,2,2,0.03,off,32,0.0625,0.0,0.15625,0.8718,False
HotpotQA,rq2_mr2_g003_branchoff,dbec_selective,support_complete,2,2,0.03,off,32,0.03125,0.0,0.09375,0.6423,False
HotpotQA,rq2_mr2_g003_branchoff,rank_fill5,support_hit_count,2,2,0.03,off,32,0.0625,0.0,0.15625,0.8732,False
HotpotQA,rq2_mr2_g003_branchoff,dbec_selective,support_hit_count,2,2,0.03,off,32,0.03125,0.0,0.09375,0.6393,False
HotpotQA,rq2_mr2_g003_branchstrict,rank_fill5,support_recall,2,2,0.03,strict,32,0.03125,0.0,0.078125,0.8771,False
HotpotQA,rq2_mr2_g003_branchstrict,dbec_selective,support_recall,2,2,0.03,strict,32,0.015625,0.0,0.046875,0.6302,False
HotpotQA,rq2_mr2_g003_branchstrict,rank_fill5,support_complete,2,2,0.03,strict,32,0.0625,0.0,0.15625,0.8737,False
HotpotQA,rq2_mr2_g003_branchstrict,dbec_selective,support_complete,2,2,0.03,strict,32,0.03125,0.0,0.09375,0.6337,False
HotpotQA,rq2_mr2_g003_branchstrict,rank_fill5,support_hit_count,2,2,0.03,strict,32,0.0625,0.0,0.15625,0.8732,False
HotpotQA,rq2_mr2_g003_branchstrict,dbec_selective,support_hit_count,2,2,0.03,strict,32,0.03125,0.0,0.09375,0.6404,False
HotpotQA,rq2_mr2_g005_branchoff,rank_fill5,support_recall,2,2,0.05,off,32,0.03125,0.0,0.078125,0.8727,False
HotpotQA,rq2_mr2_g005_branchoff,dbec_selective,support_recall,2,2,0.05,off,32,0.015625,0.0,0.046875,0.6338,False
HotpotQA,rq2_mr2_g005_branchoff,rank_fill5,support_complete,2,2,0.05,off,32,0.0625,0.0,0.15625,0.869,False
HotpotQA,rq2_mr2_g005_branchoff,dbec_selective,support_complete,2,2,0.05,off,32,0.03125,0.0,0.09375,0.63,False
HotpotQA,rq2_mr2_g005_branchoff,rank_fill5,support_hit_count,2,2,0.05,off,32,0.0625,0.0,0.15625,0.8753,False
HotpotQA,rq2_mr2_g005_branchoff,dbec_selective,support_hit_count,2,2,0.05,off,32,0.03125,0.0,0.09375,0.6371,False
HotpotQA,rq2_mr2_g005_branchstrict,rank_fill5,support_recall,2,2,0.05,strict,32,0.03125,0.0,0.078125,0.8678,False
HotpotQA,rq2_mr2_g005_branchstrict,dbec_selective,support_recall,2,2,0.05,strict,32,0.015625,0.0,0.046875,0.6351,False
HotpotQA,rq2_mr2_g005_branchstrict,rank_fill5,support_complete,2,2,0.05,strict,32,0.0625,0.0,0.15625,0.8736,False
HotpotQA,rq2_mr2_g005_branchstrict,dbec_selective,support_complete,2,2,0.05,strict,32,0.03125,0.0,0.09375,0.6409,False
HotpotQA,rq2_mr2_g005_branchstrict,rank_fill5,support_hit_count,2,2,0.05,strict,32,0.0625,0.0,0.15625,0.8771,False
HotpotQA,rq2_mr2_g005_branchstrict,dbec_selective,support_hit_count,2,2,0.05,strict,32,0.03125,0.0,0.09375,0.6332,False
HotpotQA,rq2_mr2_g010_branchoff,rank_fill5,support_recall,2,2,0.1,off,32,0.03125,0.0,0.078125,0.8708,False
HotpotQA,rq2_mr2_g010_branchoff,dbec_selective,support_recall,2,2,0.1,off,32,0.015625,0.0,0.046875,0.6348,False
HotpotQA,rq2_mr2_g010_branchoff,rank_fill5,support_complete,2,2,0.1,off,32,0.0625,0.0,0.15625,0.8764,False
HotpotQA,rq2_mr2_g010_branchoff,dbec_selective,support_complete,2,2,0.1,off,32,0.03125,0.0,0.09375,0.642,False
HotpotQA,rq2_mr2_g010_branchoff,rank_fill5,support_hit_count,2,2,0.1,off,32,0.0625,0.0,0.15625,0.8717,False
HotpotQA,rq2_mr2_g010_branchoff,dbec_selective,support_hit_count,2,2,0.1,off,32,0.03125,0.0,0.09375,0.6338,False
HotpotQA,rq2_mr2_g010_branchstrict,rank_fill5,support_recall,2,2,0.1,strict,32,0.03125,0.0,0.078125,0.8731,False
HotpotQA,rq2_mr2_g010_branchstrict,dbec_selective,support_recall,2,2,0.1,strict,32,0.015625,0.0,0.046875,0.6386,False
HotpotQA,rq2_mr2_g010_branchstrict,rank_fill5,support_complete,2,2,0.1,strict,32,0.0625,0.0,0.15625,0.8666,False
HotpotQA,rq2_mr2_g010_branchstrict,dbec_selective,support_complete,2,2,0.1,strict,32,0.03125,0.0,0.09375,0.6339,False
HotpotQA,rq2_mr2_g010_branchstrict,rank_fill5,support_hit_count,2,2,0.1,strict,32,0.0625,0.0,0.15625,0.8692,False
HotpotQA,rq2_mr2_g010_branchstrict,dbec_selective,support_hit_count,2,2,0.1,strict,32,0.03125,0.0,0.09375,0.6384,False
HotpotQA,rq2_mr3_g000_branchoff,rank_fill5,support_recall,2,3,0.0,off,32,0.03125,0.0,0.078125,0.8748,False
HotpotQA,rq2_mr3_g000_branchoff,dbec_selective,support_recall,2,3,0.0,off,32,0.015625,0.0,0.046875,0.6383,False
HotpotQA,rq2_mr3_g000_branchoff,rank_fill5,support_complete,2,3,0.0,off,32,0.0625,0.0,0.15625,0.8701,False
HotpotQA,rq2_mr3_g000_branchoff,dbec_selective,support_complete,2,3,0.0,off,32,0.03125,0.0,0.09375,0.6375,False
