dataset,variant,baseline,metric,rank_quota,max_repairs,min_gain,branch_policy,n,delta_mean,ci_low,ci_high,p_delta_gt_0,ci_excludes_zero
2Wiki,rq2_mr1_g003_branchoff,dbec_selective,support_complete,2,1,0.03,off,122,-0.13114754098360656,-0.22131147540983606,-0.040983606557377046,0.0019,True
2Wiki,rq2_mr1_g003_branchoff,rank_fill5,support_hit_count,2,1,0.03,off,122,0.040983606557377046,-0.00819672131147541,0.09016393442622951,0.9202,False
2Wiki,rq2_mr1_g003_branchoff,dbec_selective,support_hit_count,2,1,0.03,off,122,-0.14754098360655737,-0.2459016393442623,-0.04918032786885246,0.0022,True
2Wiki,rq2_mr1_g003_branchstrict,rank_fill5,support_recall,2,1,0.03,strict,122,0.010245901639344262,-0.0020491803278688526,0.02459016393442623,0.9167,False
2Wiki,rq2_mr1_g003_branchstrict,dbec_selective,support_recall,2,1,0.03,strict,122,-0.036885245901639344,-0.06147540983606557,-0.012295081967213115,0.0015,True
2Wiki,rq2_mr1_g003_branchstrict,rank_fill5,support_complete,2,1,0.03,strict,122,0.02459016393442623,-0.01639344262295082,0.06557377049180328,0.8285,False
2Wiki,rq2_mr1_g003_branchstrict,dbec_selective,support_complete,2,1,0.03,strict,122,-0.13114754098360656,-0.22131147540983606,-0.040983606557377046,0.0025,True
2Wiki,rq2_mr1_g003_branchstrict,rank_fill5,support_hit_count,2,1,0.03,strict,122,0.040983606557377046,-0.00819672131147541,0.09836065573770492,0.9112,False
2Wiki,rq2_mr1_g003_branchstrict,dbec_selective,support_hit_count,2,1,0.03,strict,122,-0.14754098360655737,-0.2459016393442623,-0.04918032786885246,0.0014,True
2Wiki,rq2_mr1_g005_branchoff,rank_fill5,support_recall,2,1,0.05,off,122,0.010245901639344262,-0.0020491803278688526,0.02459016393442623,0.9161,False
2Wiki,rq2_mr1_g005_branchoff,dbec_selective,support_recall,2,1,0.05,off,122,-0.036885245901639344,-0.06147540983606557,-0.012295081967213115,0.0017,True
2Wiki,rq2_mr1_g005_branchoff,rank_fill5,support_complete,2,1,0.05,off,122,0.02459016393442623,-0.01639344262295082,0.06557377049180328,0.8266,False
2Wiki,rq2_mr1_g005_branchoff,dbec_selective,support_complete,2,1,0.05,off,122,-0.13114754098360656,-0.22131147540983606,-0.040983606557377046,0.002,True
2Wiki,rq2_mr1_g005_branchoff,rank_fill5,support_hit_count,2,1,0.05,off,122,0.040983606557377046,-0.00819672131147541,0.09016393442622951,0.9177,False
2Wiki,rq2_mr1_g005_branchoff,dbec_selective,support_hit_count,2,1,0.05,off,122,-0.14754098360655737,-0.2459016393442623,-0.04918032786885246,0.0017,True
2Wiki,rq2_mr1_g005_branchstrict,rank_fill5,support_recall,2,1,0.05,strict,122,0.010245901639344262,-0.0020491803278688526,0.02459016393442623,0.9164,False
2Wiki,rq2_mr1_g005_branchstrict,dbec_selective,support_recall,2,1,0.05,strict,122,-0.036885245901639344,-0.06147540983606557,-0.012295081967213115,0.001,True
2Wiki,rq2_mr1_g005_branchstrict,rank_fill5,support_complete,2,1,0.05,strict,122,0.02459016393442623,-0.01639344262295082,0.06557377049180328,0.8294,False
2Wiki,rq2_mr1_g005_branchstrict,dbec_selective,support_complete,2,1,0.05,strict,122,-0.13114754098360656,-0.22950819672131148,-0.040983606557377046,0.0021,True
2Wiki,rq2_mr1_g005_branchstrict,rank_fill5,support_hit_count,2,1,0.05,strict,122,0.040983606557377046,-0.00819672131147541,0.09016393442622951,0.9193,False
2Wiki,rq2_mr1_g005_branchstrict,dbec_selective,support_hit_count,2,1,0.05,strict,122,-0.14754098360655737,-0.2459016393442623,-0.04918032786885246,0.0018,True
2Wiki,rq2_mr1_g010_branchoff,rank_fill5,support_recall,2,1,0.1,off,122,0.010245901639344262,-0.0020491803278688526,0.02459016393442623,0.9199,False
2Wiki,rq2_mr1_g010_branchoff,dbec_selective,support_recall,2,1,0.1,off,122,-0.036885245901639344,-0.06147540983606557,-0.012295081967213115,0.0018,True
2Wiki,rq2_mr1_g010_branchoff,rank_fill5,support_complete,2,1,0.1,off,122,0.02459016393442623,-0.01639344262295082,0.06557377049180328,0.8306,False
2Wiki,rq2_mr1_g010_branchoff,dbec_selective,support_complete,2,1,0.1,off,122,-0.13114754098360656,-0.22950819672131148,-0.040983606557377046,0.0019,True
2Wiki,rq2_mr1_g010_branchoff,rank_fill5,support_hit_count,2,1,0.1,off,122,0.040983606557377046,-0.00819672131147541,0.09836065573770492,0.9207,False
2Wiki,rq2_mr1_g010_branchoff,dbec_selective,support_hit_count,2,1,0.1,off,122,-0.14754098360655737,-0.2459016393442623,-0.040983606557377046,0.0018,True
2Wiki,rq2_mr1_g010_branchstrict,rank_fill5,support_recall,2,1,0.1,strict,122,0.010245901639344262,-0.0020491803278688526,0.02459016393442623,0.9186,False
2Wiki,rq2_mr1_g010_branchstrict,dbec_selective,support_recall,2,1,0.1,strict,122,-0.036885245901639344,-0.06147540983606557,-0.012295081967213115,0.0024,True
2Wiki,rq2_mr1_g010_branchstrict,rank_fill5,support_complete,2,1,0.1,strict,122,0.02459016393442623,-0.01639344262295082,0.06557377049180328,0.8328,False
2Wiki,rq2_mr1_g010_branchstrict,dbec_selective,support_complete,2,1,0.1,strict,122,-0.13114754098360656,-0.22131147540983606,-0.040983606557377046,0.0016,True
2Wiki,rq2_mr1_g010_branchstrict,rank_fill5,support_hit_count,2,1,0.1,strict,122,0.040983606557377046,-0.00819672131147541,0.09836065573770492,0.921,False
2Wiki,rq2_mr1_g010_branchstrict,dbec_selective,support_hit_count,2,1,0.1,strict,122,-0.14754098360655737,-0.2459016393442623,-0.040983606557377046,0.0018,True
2Wiki,rq2_mr2_g000_branchoff,rank_fill5,support_recall,2,2,0.0,off,122,0.010245901639344262,-0.0020491803278688526,0.022540983606557378,0.9172,False
2Wiki,rq2_mr2_g000_branchoff,dbec_selective,support_recall,2,2,0.0,off,122,-0.036885245901639344,-0.06147540983606557,-0.012295081967213115,0.002,True
2Wiki,rq2_mr2_g000_branchoff,rank_fill5,support_complete,2,2,0.0,off,122,0.02459016393442623,-0.01639344262295082,0.06557377049180328,0.8303,False
2Wiki,rq2_mr2_g000_branchoff,dbec_selective,support_complete,2,2,0.0,off,122,-0.13114754098360656,-0.22131147540983606,-0.040983606557377046,0.0024,True
2Wiki,rq2_mr2_g000_branchoff,rank_fill5,support_hit_count,2,2,0.0,off,122,0.040983606557377046,-0.00819672131147541,0.09836065573770492,0.9236,False
2Wiki,rq2_mr2_g000_branchoff,dbec_selective,support_hit_count,2,2,0.0,off,122,-0.14754098360655737,-0.2459016393442623,-0.04918032786885246,0.0019,True
2Wiki,rq2_mr2_g000_branchstrict,rank_fill5,support_recall,2,2,0.0,strict,122,0.010245901639344262,-0.0020491803278688526,0.02459016393442623,0.9217,False
2Wiki,rq2_mr2_g000_branchstrict,dbec_selective,support_recall,2,2,0.0,strict,122,-0.036885245901639344,-0.06147540983606557,-0.012295081967213115,0.0013,True
2Wiki,rq2_mr2_g000_branchstrict,rank_fill5,support_complete,2,2,0.0,strict,122,0.02459016393442623,-0.01639344262295082,0.06557377049180328,0.8338,False
2Wiki,rq2_mr2_g000_branchstrict,dbec_selective,support_complete,2,2,0.0,strict,122,-0.13114754098360656,-0.22131147540983606,-0.040983606557377046,0.0016,True
2Wiki,rq2_mr2_g000_branchstrict,rank_fill5,support_hit_count,2,2,0.0,strict,122,0.040983606557377046,-0.00819672131147541,0.09836065573770492,0.9203,False
2Wiki,rq2_mr2_g000_branchstrict,dbec_selective,support_hit_count,2,2,0.0,strict,122,-0.14754098360655737,-0.2459016393442623,-0.04918032786885246,0.0023,True
2Wiki,rq2_mr2_g003_branchoff,rank_fill5,support_recall,2,2,0.03,off,122,0.010245901639344262,-0.0020491803278688526,0.02459016393442623,0.9193,False
2Wiki,rq2_mr2_g003_branchoff,dbec_selective,support_recall,2,2,0.03,off,122,-0.036885245901639344,-0.06352459016393443,-0.012295081967213115,0.0016,True
2Wiki,rq2_mr2_g003_branchoff,rank_fill5,support_complete,2,2,0.03,off,122,0.02459016393442623,-0.01639344262295082,0.06557377049180328,0.8362,False
2Wiki,rq2_mr2_g003_branchoff,dbec_selective,support_complete,2,2,0.03,off,122,-0.13114754098360656,-0.22131147540983606,-0.03278688524590164,0.0019,True
2Wiki,rq2_mr2_g003_branchoff,rank_fill5,support_hit_count,2,2,0.03,off,122,0.040983606557377046,-0.00819672131147541,0.09016393442622951,0.9189,False
2Wiki,rq2_mr2_g003_branchoff,dbec_selective,support_hit_count,2,2,0.03,off,122,-0.14754098360655737,-0.2459016393442623,-0.040983606557377046,0.0016,True
2Wiki,rq2_mr2_g003_branchstrict,rank_fill5,support_recall,2,2,0.03,strict,122,0.010245901639344262,-0.0020491803278688526,0.02459016393442623,0.9194,False
2Wiki,rq2_mr2_g003_branchstrict,dbec_selective,support_recall,2,2,0.03,strict,122,-0.036885245901639344,-0.06147540983606557,-0.012295081967213115,0.0013,True
2Wiki,rq2_mr2_g003_branchstrict,rank_fill5,support_complete,2,2,0.03,strict,122,0.02459016393442623,-0.01639344262295082,0.06557377049180328,0.8314,False
2Wiki,rq2_mr2_g003_branchstrict,dbec_selective,support_complete,2,2,0.03,strict,122,-0.13114754098360656,-0.22131147540983606,-0.040983606557377046,0.0017,True
2Wiki,rq2_mr2_g003_branchstrict,rank_fill5,support_hit_count,2,2,0.03,strict,122,0.040983606557377046,-0.00819672131147541,0.09836065573770492,0.9175,False
2Wiki,rq2_mr2_g003_branchstrict,dbec_selective,support_hit_count,2,2,0.03,strict,122,-0.14754098360655737,-0.24610655737704898,-0.04918032786885246,0.0016,True
2Wiki,rq2_mr2_g005_branchoff,rank_fill5,support_recall,2,2,0.05,off,122,0.010245901639344262,-0.0020491803278688526,0.02459016393442623,0.9224,False
2Wiki,rq2_mr2_g005_branchoff,dbec_selective,support_recall,2,2,0.05,off,122,-0.036885245901639344,-0.06147540983606557,-0.012295081967213115,0.002,True
2Wiki,rq2_mr2_g005_branchoff,rank_fill5,support_complete,2,2,0.05,off,122,0.02459016393442623,-0.01639344262295082,0.06557377049180328,0.8351,False
2Wiki,rq2_mr2_g005_branchoff,dbec_selective,support_complete,2,2,0.05,off,122,-0.13114754098360656,-0.22131147540983606,-0.040983606557377046,0.0023,True
2Wiki,rq2_mr2_g005_branchoff,rank_fill5,support_hit_count,2,2,0.05,off,122,0.040983606557377046,-0.00819672131147541,0.09836065573770492,0.9195,False
2Wiki,rq2_mr2_g005_branchoff,dbec_selective,support_hit_count,2,2,0.05,off,122,-0.14754098360655737,-0.2459016393442623,-0.04918032786885246,0.0017,True
2Wiki,rq2_mr2_g005_branchstrict,rank_fill5,support_recall,2,2,0.05,strict,122,0.010245901639344262,-0.0020491803278688526,0.022540983606557378,0.9173,False
2Wiki,rq2_mr2_g005_branchstrict,dbec_selective,support_recall,2,2,0.05,strict,122,-0.036885245901639344,-0.06147540983606557,-0.012295081967213115,0.0023,True
2Wiki,rq2_mr2_g005_branchstrict,rank_fill5,support_complete,2,2,0.05,strict,122,0.02459016393442623,-0.01639344262295082,0.06557377049180328,0.8368,False
2Wiki,rq2_mr2_g005_branchstrict,dbec_selective,support_complete,2,2,0.05,strict,122,-0.13114754098360656,-0.22950819672131148,-0.040983606557377046,0.0025,True
2Wiki,rq2_mr2_g005_branchstrict,rank_fill5,support_hit_count,2,2,0.05,strict,122,0.040983606557377046,-0.00819672131147541,0.09836065573770492,0.9225,False
2Wiki,rq2_mr2_g005_branchstrict,dbec_selective,support_hit_count,2,2,0.05,strict,122,-0.14754098360655737,-0.2459016393442623,-0.04918032786885246,0.0014,True
2Wiki,rq2_mr2_g010_branchoff,rank_fill5,support_recall,2,2,0.1,off,122,0.010245901639344262,-0.0020491803278688526,0.02459016393442623,0.923,False
2Wiki,rq2_mr2_g010_branchoff,dbec_selective,support_recall,2,2,0.1,off,122,-0.036885245901639344,-0.06147540983606557,-0.012295081967213115,0.0012,True
2Wiki,rq2_mr2_g010_branchoff,rank_fill5,support_complete,2,2,0.1,off,122,0.02459016393442623,-0.01639344262295082,0.06557377049180328,0.8327,False
2Wiki,rq2_mr2_g010_branchoff,dbec_selective,support_complete,2,2,0.1,off,122,-0.13114754098360656,-0.22131147540983606,-0.040983606557377046,0.0021,True
2Wiki,rq2_mr2_g010_branchoff,rank_fill5,support_hit_count,2,2,0.1,off,122,0.040983606557377046,-0.00819672131147541,0.09016393442622951,0.9175,False
2Wiki,rq2_mr2_g010_branchoff,dbec_selective,support_hit_count,2,2,0.1,off,122,-0.14754098360655737,-0.2459016393442623,-0.04918032786885246,0.0023,True
2Wiki,rq2_mr2_g010_branchstrict,rank_fill5,support_recall,2,2,0.1,strict,122,0.010245901639344262,-0.0020491803278688526,0.02459016393442623,0.9222,False
2Wiki,rq2_mr2_g010_branchstrict,dbec_selective,support_recall,2,2,0.1,strict,122,-0.036885245901639344,-0.06147540983606557,-0.012295081967213115,0.0016,True
2Wiki,rq2_mr2_g010_branchstrict,rank_fill5,support_complete,2,2,0.1,strict,122,0.02459016393442623,-0.01639344262295082,0.06557377049180328,0.8314,False
2Wiki,rq2_mr2_g010_branchstrict,dbec_selective,support_complete,2,2,0.1,strict,122,-0.13114754098360656,-0.22131147540983606,-0.040983606557377046,0.0024,True
2Wiki,rq2_mr2_g010_branchstrict,rank_fill5,support_hit_count,2,2,0.1,strict,122,0.040983606557377046,-0.00819672131147541,0.09016393442622951,0.9159,False
2Wiki,rq2_mr2_g010_branchstrict,dbec_selective,support_hit_count,2,2,0.1,strict,122,-0.14754098360655737,-0.2459016393442623,-0.04918032786885246,0.0017,True
2Wiki,rq2_mr3_g000_branchoff,rank_fill5,support_recall,2,3,0.0,off,122,0.010245901639344262,-0.0020491803278688526,0.02459016393442623,0.9191,False
2Wiki,rq2_mr3_g000_branchoff,dbec_selective,support_recall,2,3,0.0,off,122,-0.036885245901639344,-0.06147540983606557,-0.012295081967213115,0.0012,True
2Wiki,rq2_mr3_g000_branchoff,rank_fill5,support_complete,2,3,0.0,off,122,0.02459016393442623,-0.01639344262295082,0.06557377049180328,0.8349,False
2Wiki,rq2_mr3_g000_branchoff,dbec_selective,support_complete,2,3,0.0,off,122,-0.13114754098360656,-0.22950819672131148,-0.040983606557377046,0.0031,True
2Wiki,rq2_mr3_g000_branchoff,rank_fill5,support_hit_count,2,3,0.0,off,122,0.040983606557377046,-0.00819672131147541,0.09836065573770492,0.9221,False
2Wiki,rq2_mr3_g000_branchoff,dbec_selective,support_hit_count,2,3,0.0,off,122,-0.14754098360655737,-0.2459016393442623,-0.04918032786885246,0.0022,True
2Wiki,rq2_mr3_g000_branchstrict,rank_fill5,support_recall,2,3,0.0,strict,122,0.010245901639344262,-0.0020491803278688526,0.02459016393442623,0.9222,False
2Wiki,rq2_mr3_g000_branchstrict,dbec_selective,support_recall,2,3,0.0,strict,122,-0.036885245901639344,-0.06147540983606557,-0.010245901639344262,0.003,True
2Wiki,rq2_mr3_g000_branchstrict,rank_fill5,support_complete,2,3,0.0,strict,122,0.02459016393442623,-0.01639344262295082,0.06557377049180328,0.8353,False
2Wiki,rq2_mr3_g000_branchstrict,dbec_selective,support_complete,2,3,0.0,strict,122,-0.13114754098360656,-0.22131147540983606,-0.03278688524590164,0.0025,True
2Wiki,rq2_mr3_g000_branchstrict,rank_fill5,support_hit_count,2,3,0.0,strict,122,0.040983606557377046,-0.00819672131147541,0.09836065573770492,0.9168,False
2Wiki,rq2_mr3_g000_branchstrict,dbec_selective,support_hit_count,2,3,0.0,strict,122,-0.14754098360655737,-0.2459016393442623,-0.040983606557377046,0.0022,True
2Wiki,rq2_mr3_g003_branchoff,rank_fill5,support_recall,2,3,0.03,off,122,0.010245901639344262,-0.0020491803278688526,0.022540983606557378,0.9143,False
2Wiki,rq2_mr3_g003_branchoff,dbec_selective,support_recall,2,3,0.03,off,122,-0.036885245901639344,-0.06147540983606557,-0.012295081967213115,0.0014,True
2Wiki,rq2_mr3_g003_branchoff,rank_fill5,support_complete,2,3,0.03,off,122,0.02459016393442623,-0.01639344262295082,0.06557377049180328,0.8369,False
2Wiki,rq2_mr3_g003_branchoff,dbec_selective,support_complete,2,3,0.03,off,122,-0.13114754098360656,-0.22950819672131148,-0.040983606557377046,0.0022,True
2Wiki,rq2_mr3_g003_branchoff,rank_fill5,support_hit_count,2,3,0.03,off,122,0.040983606557377046,-0.00819672131147541,0.09016393442622951,0.921,False
2Wiki,rq2_mr3_g003_branchoff,dbec_selective,support_hit_count,2,3,0.03,off,122,-0.14754098360655737,-0.2459016393442623,-0.040983606557377046,0.0019,True
2Wiki,rq2_mr3_g003_branchstrict,rank_fill5,support_recall,2,3,0.03,strict,122,0.010245901639344262,-0.0020491803278688526,0.02459016393442623,0.9194,False
2Wiki,rq2_mr3_g003_branchstrict,dbec_selective,support_recall,2,3,0.03,strict,122,-0.036885245901639344,-0.06147540983606557,-0.012295081967213115,0.0021,True
2Wiki,rq2_mr3_g003_branchstrict,rank_fill5,support_complete,2,3,0.03,strict,122,0.02459016393442623,-0.01639344262295082,0.06557377049180328,0.8311,False
2Wiki,rq2_mr3_g003_branchstrict,dbec_selective,support_complete,2,3,0.03,strict,122,-0.13114754098360656,-0.22131147540983606,-0.040983606557377046,0.0021,True
2Wiki,rq2_mr3_g003_branchstrict,rank_fill5,support_hit_count,2,3,0.03,strict,122,0.040983606557377046,-0.00819672131147541,0.09836065573770492,0.9189,False
2Wiki,rq2_mr3_g003_branchstrict,dbec_selective,support_hit_count,2,3,0.03,strict,122,-0.14754098360655737,-0.2459016393442623,-0.04918032786885246,0.0018,True
2Wiki,rq2_mr3_g005_branchoff,rank_fill5,support_recall,2,3,0.05,off,122,0.010245901639344262,-0.0020491803278688526,0.02459016393442623,0.9231,False
2Wiki,rq2_mr3_g005_branchoff,dbec_selective,support_recall,2,3,0.05,off,122,-0.036885245901639344,-0.06147540983606557,-0.012295081967213115,0.0019,True
2Wiki,rq2_mr3_g005_branchoff,rank_fill5,support_complete,2,3,0.05,off,122,0.02459016393442623,-0.01639344262295082,0.06557377049180328,0.8292,False
2Wiki,rq2_mr3_g005_branchoff,dbec_selective,support_complete,2,3,0.05,off,122,-0.13114754098360656,-0.22950819672131148,-0.040983606557377046,0.0021,True
2Wiki,rq2_mr3_g005_branchoff,rank_fill5,support_hit_count,2,3,0.05,off,122,0.040983606557377046,-0.00819672131147541,0.09836065573770492,0.9192,False
2Wiki,rq2_mr3_g005_branchoff,dbec_selective,support_hit_count,2,3,0.05,off,122,-0.14754098360655737,-0.2459016393442623,-0.04918032786885246,0.0017,True
2Wiki,rq2_mr3_g005_branchstrict,rank_fill5,support_recall,2,3,0.05,strict,122,0.010245901639344262,-0.0020491803278688526,0.022540983606557378,0.9179,False
2Wiki,rq2_mr3_g005_branchstrict,dbec_selective,support_recall,2,3,0.05,strict,122,-0.036885245901639344,-0.06147540983606557,-0.010245901639344262,0.0018,True
2Wiki,rq2_mr3_g005_branchstrict,rank_fill5,support_complete,2,3,0.05,strict,122,0.02459016393442623,-0.01639344262295082,0.06557377049180328,0.8376,False
2Wiki,rq2_mr3_g005_branchstrict,dbec_selective,support_complete,2,3,0.05,strict,122,-0.13114754098360656,-0.22131147540983606,-0.040983606557377046,0.0022,True
2Wiki,rq2_mr3_g005_branchstrict,rank_fill5,support_hit_count,2,3,0.05,strict,122,0.040983606557377046,-0.00819672131147541,0.09836065573770492,0.9198,False
2Wiki,rq2_mr3_g005_branchstrict,dbec_selective,support_hit_count,2,3,0.05,strict,122,-0.14754098360655737,-0.2459016393442623,-0.040983606557377046,0.0022,True
2Wiki,rq2_mr3_g010_branchoff,rank_fill5,support_recall,2,3,0.1,off,122,0.010245901639344262,-0.0020491803278688526,0.022540983606557378,0.9181,False
2Wiki,rq2_mr3_g010_branchoff,dbec_selective,support_recall,2,3,0.1,off,122,-0.036885245901639344,-0.06147540983606557,-0.012295081967213115,0.0016,True
2Wiki,rq2_mr3_g010_branchoff,rank_fill5,support_complete,2,3,0.1,off,122,0.02459016393442623,-0.01639344262295082,0.06557377049180328,0.8323,False
2Wiki,rq2_mr3_g010_branchoff,dbec_selective,support_complete,2,3,0.1,off,122,-0.13114754098360656,-0.22950819672131148,-0.040983606557377046,0.0024,True
2Wiki,rq2_mr3_g010_branchoff,rank_fill5,support_hit_count,2,3,0.1,off,122,0.040983606557377046,-0.00819672131147541,0.09836065573770492,0.9226,False
2Wiki,rq2_mr3_g010_branchoff,dbec_selective,support_hit_count,2,3,0.1,off,122,-0.14754098360655737,-0.2459016393442623,-0.04918032786885246,0.0021,True
2Wiki,rq2_mr3_g010_branchstrict,rank_fill5,support_recall,2,3,0.1,strict,122,0.010245901639344262,-0.0020491803278688526,0.02459016393442623,0.9195,False
2Wiki,rq2_mr3_g010_branchstrict,dbec_selective,support_recall,2,3,0.1,strict,122,-0.036885245901639344,-0.06147540983606557,-0.012295081967213115,0.0019,True
2Wiki,rq2_mr3_g010_branchstrict,rank_fill5,support_complete,2,3,0.1,strict,122,0.02459016393442623,-0.01639344262295082,0.06557377049180328,0.8293,False
2Wiki,rq2_mr3_g010_branchstrict,dbec_selective,support_complete,2,3,0.1,strict,122,-0.13114754098360656,-0.22950819672131148,-0.040983606557377046,0.0016,True
2Wiki,rq2_mr3_g010_branchstrict,rank_fill5,support_hit_count,2,3,0.1,strict,122,0.040983606557377046,-0.00819672131147541,0.09016393442622951,0.9189,False
2Wiki,rq2_mr3_g010_branchstrict,dbec_selective,support_hit_count,2,3,0.1,strict,122,-0.14754098360655737,-0.2459016393442623,-0.04918032786885246,0.0022,True
HotpotQA,rq1_mr1_g000_branchoff,rank_fill5,support_recall,1,1,0.0,off,32,0.03125,0.0,0.078125,0.8675,False
HotpotQA,rq1_mr1_g000_branchoff,dbec_selective,support_recall,1,1,0.0,off,32,0.015625,0.0,0.046875,0.6382,False
HotpotQA,rq1_mr1_g000_branchoff,rank_fill5,support_complete,1,1,0.0,off,32,0.0625,0.0,0.15625,0.8698,False
HotpotQA,rq1_mr1_g000_branchoff,dbec_selective,support_complete,1,1,0.0,off,32,0.03125,0.0,0.09375,0.6384,False
HotpotQA,rq1_mr1_g000_branchoff,rank_fill5,support_hit_count,1,1,0.0,off,32,0.0625,0.0,0.15625,0.8719,False
HotpotQA,rq1_mr1_g000_branchoff,dbec_selective,support_hit_count,1,1,0.0,off,32,0.03125,0.0,0.09375,0.6323,False
HotpotQA,rq1_mr1_g000_branchstrict,rank_fill5,support_recall,1,1,0.0,strict,32,0.03125,0.0,0.078125,0.8727,False
HotpotQA,rq1_mr1_g000_branchstrict,dbec_selective,support_recall,1,1,0.0,strict,32,0.015625,0.0,0.046875,0.6416,False
HotpotQA,rq1_mr1_g000_branchstrict,rank_fill5,support_complete,1,1,0.0,strict,32,0.0625,0.0,0.15625,0.8715,False
HotpotQA,rq1_mr1_g000_branchstrict,dbec_selective,support_complete,1,1,0.0,strict,32,0.03125,0.0,0.09375,0.6341,False
HotpotQA,rq1_mr1_g000_branchstrict,rank_fill5,support_hit_count,1,1,0.0,strict,32,0.0625,0.0,0.15625,0.8701,False
HotpotQA,rq1_mr1_g000_branchstrict,dbec_selective,support_hit_count,1,1,0.0,strict,32,0.03125,0.0,0.09375,0.643,False
HotpotQA,rq1_mr1_g003_branchoff,rank_fill5,support_recall,1,1,0.03,off,32,0.03125,0.0,0.078125,0.8708,False
HotpotQA,rq1_mr1_g003_branchoff,dbec_selective,support_recall,1,1,0.03,off,32,0.015625,0.0,0.046875,0.634,False
HotpotQA,rq1_mr1_g003_branchoff,rank_fill5,support_complete,1,1,0.03,off,32,0.0625,0.0,0.15625,0.8755,False
HotpotQA,rq1_mr1_g003_branchoff,dbec_selective,support_complete,1,1,0.03,off,32,0.03125,0.0,0.09375,0.6339,False
HotpotQA,rq1_mr1_g003_branchoff,rank_fill5,support_hit_count,1,1,0.03,off,32,0.0625,0.0,0.15625,0.8797,False
HotpotQA,rq1_mr1_g003_branchoff,dbec_selective,support_hit_count,1,1,0.03,off,32,0.03125,0.0,0.09375,0.6416,False
HotpotQA,rq1_mr1_g003_branchstrict,rank_fill5,support_recall,1,1,0.03,strict,32,0.03125,0.0,0.078125,0.8685,False
HotpotQA,rq1_mr1_g003_branchstrict,dbec_selective,support_recall,1,1,0.03,strict,32,0.015625,0.0,0.046875,0.6445,False
HotpotQA,rq1_mr1_g003_branchstrict,rank_fill5,support_complete,1,1,0.03,strict,32,0.0625,0.0,0.15625,0.8758,False
HotpotQA,rq1_mr1_g003_branchstrict,dbec_selective,support_complete,1,1,0.03,strict,32,0.03125,0.0,0.09375,0.6399,False
HotpotQA,rq1_mr1_g003_branchstrict,rank_fill5,support_hit_count,1,1,0.03,strict,32,0.0625,0.0,0.15625,0.872,False
HotpotQA,rq1_mr1_g003_branchstrict,dbec_selective,support_hit_count,1,1,0.03,strict,32,0.03125,0.0,0.09375,0.6464,False
HotpotQA,rq1_mr1_g005_branchoff,rank_fill5,support_recall,1,1,0.05,off,32,0.03125,0.0,0.078125,0.8739,False
HotpotQA,rq1_mr1_g005_branchoff,dbec_selective,support_recall,1,1,0.05,off,32,0.015625,0.0,0.046875,0.644,False
HotpotQA,rq1_mr1_g005_branchoff,rank_fill5,support_complete,1,1,0.05,off,32,0.0625,0.0,0.15625,0.8722,False
HotpotQA,rq1_mr1_g005_branchoff,dbec_selective,support_complete,1,1,0.05,off,32,0.03125,0.0,0.09375,0.6442,False
HotpotQA,rq1_mr1_g005_branchoff,rank_fill5,support_hit_count,1,1,0.05,off,32,0.0625,0.0,0.15625,0.8704,False
HotpotQA,rq1_mr1_g005_branchoff,dbec_selective,support_hit_count,1,1,0.05,off,32,0.03125,0.0,0.09375,0.6365,False
HotpotQA,rq1_mr1_g005_branchstrict,rank_fill5,support_recall,1,1,0.05,strict,32,0.03125,0.0,0.078125,0.8728,False
HotpotQA,rq1_mr1_g005_branchstrict,dbec_selective,support_recall,1,1,0.05,strict,32,0.015625,0.0,0.046875,0.6317,False
HotpotQA,rq1_mr1_g005_branchstrict,rank_fill5,support_complete,1,1,0.05,strict,32,0.0625,0.0,0.15625,0.8707,False
HotpotQA,rq1_mr1_g005_branchstrict,dbec_selective,support_complete,1,1,0.05,strict,32,0.03125,0.0,0.09375,0.6447,False
HotpotQA,rq1_mr1_g005_branchstrict,rank_fill5,support_hit_count,1,1,0.05,strict,32,0.0625,0.0,0.15625,0.8791,False
HotpotQA,rq1_mr1_g005_branchstrict,dbec_selective,support_hit_count,1,1,0.05,strict,32,0.03125,0.0,0.09375,0.6405,False
HotpotQA,rq1_mr1_g010_branchoff,rank_fill5,support_recall,1,1,0.1,off,32,0.03125,0.0,0.078125,0.8729,False
HotpotQA,rq1_mr1_g010_branchoff,dbec_selective,support_recall,1,1,0.1,off,32,0.015625,0.0,0.046875,0.6397,False
HotpotQA,rq1_mr1_g010_branchoff,rank_fill5,support_complete,1,1,0.1,off,32,0.0625,0.0,0.15625,0.867,False
HotpotQA,rq1_mr1_g010_branchoff,dbec_selective,support_complete,1,1,0.1,off,32,0.03125,0.0,0.09375,0.639,False
HotpotQA,rq1_mr1_g010_branchoff,rank_fill5,support_hit_count,1,1,0.1,off,32,0.0625,0.0,0.15625,0.8739,False
HotpotQA,rq1_mr1_g010_branchoff,dbec_selective,support_hit_count,1,1,0.1,off,32,0.03125,0.0,0.09375,0.6401,False
HotpotQA,rq1_mr1_g010_branchstrict,rank_fill5,support_recall,1,1,0.1,strict,32,0.03125,0.0,0.078125,0.8755,False
HotpotQA,rq1_mr1_g010_branchstrict,dbec_selective,support_recall,1,1,0.1,strict,32,0.015625,0.0,0.046875,0.6391,False
