split,score_name,threshold,dataset,n,em,f1,title_recall,null_rate,delta_f1_vs_daec,delta_em_vs_daec,delta_title_recall_vs_daec,delta_f1_vs_nobind,macro_f1,macro_delta_f1_vs_daec
test,bind_conf_single_candidate_rate,0.79,2Wiki,796,0.6042713567839196,0.6719516331658292,0.910175879396985,0.6231155778894473,-0.03527072864321601,-0.0339195979899497,-0.029522613065326553,0.05757462311557793,0.6239966623283056,-0.0065765294297438865
test,bind_conf_single_candidate_rate,0.79,HotpotQA,777,0.6254826254826255,0.7517311454311454,0.9620334620334621,0.6718146718146718,0.0030221364221363345,0.002574002574002532,0.002574002574002643,0.009937580437580418,0.6239966623283056,-0.0065765294297438865
test,bind_conf_single_candidate_rate,0.79,MuSiQue,763,0.35517693315858456,0.44830720838794236,0.7581913499344692,0.72870249017038,0.012519003931848016,0.011795543905635697,0.001201397990388875,-0.0016234600262122756,0.6239966623283056,-0.0065765294297438865
test,bind_conf_single_candidate_rate,0.8,2Wiki,796,0.6042713567839196,0.6719516331658292,0.910175879396985,0.6231155778894473,-0.03527072864321601,-0.0339195979899497,-0.029522613065326553,0.05757462311557793,0.6239966623283056,-0.0065765294297438865
test,bind_conf_single_candidate_rate,0.8,HotpotQA,777,0.6254826254826255,0.7517311454311454,0.9620334620334621,0.6718146718146718,0.0030221364221363345,0.002574002574002532,0.002574002574002643,0.009937580437580418,0.6239966623283056,-0.0065765294297438865
test,bind_conf_single_candidate_rate,0.8,MuSiQue,763,0.35517693315858456,0.44830720838794236,0.7581913499344692,0.72870249017038,0.012519003931848016,0.011795543905635697,0.001201397990388875,-0.0016234600262122756,0.6239966623283056,-0.0065765294297438865
test,bind_conf_single_candidate_rate,0.81,2Wiki,796,0.6042713567839196,0.6719516331658292,0.910175879396985,0.6231155778894473,-0.03527072864321601,-0.0339195979899497,-0.029522613065326553,0.05757462311557793,0.6239966623283056,-0.0065765294297438865
test,bind_conf_single_candidate_rate,0.81,HotpotQA,777,0.6254826254826255,0.7517311454311454,0.9620334620334621,0.6718146718146718,0.0030221364221363345,0.002574002574002532,0.002574002574002643,0.009937580437580418,0.6239966623283056,-0.0065765294297438865
test,bind_conf_single_candidate_rate,0.81,MuSiQue,763,0.35517693315858456,0.44830720838794236,0.7581913499344692,0.72870249017038,0.012519003931848016,0.011795543905635697,0.001201397990388875,-0.0016234600262122756,0.6239966623283056,-0.0065765294297438865
test,bind_conf_single_candidate_rate,0.82,2Wiki,796,0.6042713567839196,0.6719516331658292,0.910175879396985,0.6231155778894473,-0.03527072864321601,-0.0339195979899497,-0.029522613065326553,0.05757462311557793,0.6239966623283056,-0.0065765294297438865
test,bind_conf_single_candidate_rate,0.82,HotpotQA,777,0.6254826254826255,0.7517311454311454,0.9620334620334621,0.6718146718146718,0.0030221364221363345,0.002574002574002532,0.002574002574002643,0.009937580437580418,0.6239966623283056,-0.0065765294297438865
test,bind_conf_single_candidate_rate,0.82,MuSiQue,763,0.35517693315858456,0.44830720838794236,0.7581913499344692,0.72870249017038,0.012519003931848016,0.011795543905635697,0.001201397990388875,-0.0016234600262122756,0.6239966623283056,-0.0065765294297438865
test,bind_conf_single_candidate_rate,0.83,2Wiki,796,0.6042713567839196,0.6719516331658292,0.910175879396985,0.6231155778894473,-0.03527072864321601,-0.0339195979899497,-0.029522613065326553,0.05757462311557793,0.6239966623283056,-0.0065765294297438865
test,bind_conf_single_candidate_rate,0.83,HotpotQA,777,0.6254826254826255,0.7517311454311454,0.9620334620334621,0.6718146718146718,0.0030221364221363345,0.002574002574002532,0.002574002574002643,0.009937580437580418,0.6239966623283056,-0.0065765294297438865
test,bind_conf_single_candidate_rate,0.83,MuSiQue,763,0.35517693315858456,0.44830720838794236,0.7581913499344692,0.72870249017038,0.012519003931848016,0.011795543905635697,0.001201397990388875,-0.0016234600262122756,0.6239966623283056,-0.0065765294297438865
test,bind_conf_single_candidate_rate,0.84,2Wiki,796,0.6042713567839196,0.6719516331658292,0.910175879396985,0.6231155778894473,-0.03527072864321601,-0.0339195979899497,-0.029522613065326553,0.05757462311557793,0.6239966623283056,-0.0065765294297438865
test,bind_conf_single_candidate_rate,0.84,HotpotQA,777,0.6254826254826255,0.7517311454311454,0.9620334620334621,0.6718146718146718,0.0030221364221363345,0.002574002574002532,0.002574002574002643,0.009937580437580418,0.6239966623283056,-0.0065765294297438865
test,bind_conf_single_candidate_rate,0.84,MuSiQue,763,0.35517693315858456,0.44830720838794236,0.7581913499344692,0.72870249017038,0.012519003931848016,0.011795543905635697,0.001201397990388875,-0.0016234600262122756,0.6239966623283056,-0.0065765294297438865
test,bind_conf_single_candidate_rate,0.85,2Wiki,796,0.6042713567839196,0.6719516331658292,0.910175879396985,0.6231155778894473,-0.03527072864321601,-0.0339195979899497,-0.029522613065326553,0.05757462311557793,0.6239966623283056,-0.0065765294297438865
test,bind_conf_single_candidate_rate,0.85,HotpotQA,777,0.6254826254826255,0.7517311454311454,0.9620334620334621,0.6718146718146718,0.0030221364221363345,0.002574002574002532,0.002574002574002643,0.009937580437580418,0.6239966623283056,-0.0065765294297438865
test,bind_conf_single_candidate_rate,0.85,MuSiQue,763,0.35517693315858456,0.44830720838794236,0.7581913499344692,0.72870249017038,0.012519003931848016,0.011795543905635697,0.001201397990388875,-0.0016234600262122756,0.6239966623283056,-0.0065765294297438865
test,bind_conf_single_candidate_rate,0.86,2Wiki,796,0.6042713567839196,0.6719516331658292,0.910175879396985,0.6231155778894473,-0.03527072864321601,-0.0339195979899497,-0.029522613065326553,0.05757462311557793,0.6239966623283056,-0.0065765294297438865
test,bind_conf_single_candidate_rate,0.86,HotpotQA,777,0.6254826254826255,0.7517311454311454,0.9620334620334621,0.6718146718146718,0.0030221364221363345,0.002574002574002532,0.002574002574002643,0.009937580437580418,0.6239966623283056,-0.0065765294297438865
test,bind_conf_single_candidate_rate,0.86,MuSiQue,763,0.35517693315858456,0.44830720838794236,0.7581913499344692,0.72870249017038,0.012519003931848016,0.011795543905635697,0.001201397990388875,-0.0016234600262122756,0.6239966623283056,-0.0065765294297438865
test,bind_conf_single_candidate_rate,0.87,2Wiki,796,0.6042713567839196,0.6719516331658292,0.910175879396985,0.6231155778894473,-0.03527072864321601,-0.0339195979899497,-0.029522613065326553,0.05757462311557793,0.6239966623283056,-0.0065765294297438865
test,bind_conf_single_candidate_rate,0.87,HotpotQA,777,0.6254826254826255,0.7517311454311454,0.9620334620334621,0.6718146718146718,0.0030221364221363345,0.002574002574002532,0.002574002574002643,0.009937580437580418,0.6239966623283056,-0.0065765294297438865
test,bind_conf_single_candidate_rate,0.87,MuSiQue,763,0.35517693315858456,0.44830720838794236,0.7581913499344692,0.72870249017038,0.012519003931848016,0.011795543905635697,0.001201397990388875,-0.0016234600262122756,0.6239966623283056,-0.0065765294297438865
test,bind_conf_single_candidate_rate,0.88,2Wiki,796,0.6042713567839196,0.6719516331658292,0.910175879396985,0.6231155778894473,-0.03527072864321601,-0.0339195979899497,-0.029522613065326553,0.05757462311557793,0.6239966623283056,-0.0065765294297438865
test,bind_conf_single_candidate_rate,0.88,HotpotQA,777,0.6254826254826255,0.7517311454311454,0.9620334620334621,0.6718146718146718,0.0030221364221363345,0.002574002574002532,0.002574002574002643,0.009937580437580418,0.6239966623283056,-0.0065765294297438865
test,bind_conf_single_candidate_rate,0.88,MuSiQue,763,0.35517693315858456,0.44830720838794236,0.7581913499344692,0.72870249017038,0.012519003931848016,0.011795543905635697,0.001201397990388875,-0.0016234600262122756,0.6239966623283056,-0.0065765294297438865
test,bind_conf_single_candidate_rate,0.89,2Wiki,796,0.6042713567839196,0.6719516331658292,0.910175879396985,0.6231155778894473,-0.03527072864321601,-0.0339195979899497,-0.029522613065326553,0.05757462311557793,0.6239966623283056,-0.0065765294297438865
test,bind_conf_single_candidate_rate,0.89,HotpotQA,777,0.6254826254826255,0.7517311454311454,0.9620334620334621,0.6718146718146718,0.0030221364221363345,0.002574002574002532,0.002574002574002643,0.009937580437580418,0.6239966623283056,-0.0065765294297438865
test,bind_conf_single_candidate_rate,0.89,MuSiQue,763,0.35517693315858456,0.44830720838794236,0.7581913499344692,0.72870249017038,0.012519003931848016,0.011795543905635697,0.001201397990388875,-0.0016234600262122756,0.6239966623283056,-0.0065765294297438865
test,bind_conf_single_candidate_rate,0.9,2Wiki,796,0.6042713567839196,0.6719516331658292,0.910175879396985,0.6231155778894473,-0.03527072864321601,-0.0339195979899497,-0.029522613065326553,0.05757462311557793,0.6239966623283056,-0.0065765294297438865
test,bind_conf_single_candidate_rate,0.9,HotpotQA,777,0.6254826254826255,0.7517311454311454,0.9620334620334621,0.6718146718146718,0.0030221364221363345,0.002574002574002532,0.002574002574002643,0.009937580437580418,0.6239966623283056,-0.0065765294297438865
test,bind_conf_single_candidate_rate,0.9,MuSiQue,763,0.35517693315858456,0.44830720838794236,0.7581913499344692,0.72870249017038,0.012519003931848016,0.011795543905635697,0.001201397990388875,-0.0016234600262122756,0.6239966623283056,-0.0065765294297438865
test,bind_conf_single_candidate_rate,0.91,2Wiki,796,0.6042713567839196,0.6719516331658292,0.910175879396985,0.6231155778894473,-0.03527072864321601,-0.0339195979899497,-0.029522613065326553,0.05757462311557793,0.6239966623283056,-0.0065765294297438865
test,bind_conf_single_candidate_rate,0.91,HotpotQA,777,0.6254826254826255,0.7517311454311454,0.9620334620334621,0.6718146718146718,0.0030221364221363345,0.002574002574002532,0.002574002574002643,0.009937580437580418,0.6239966623283056,-0.0065765294297438865
test,bind_conf_single_candidate_rate,0.91,MuSiQue,763,0.35517693315858456,0.44830720838794236,0.7581913499344692,0.72870249017038,0.012519003931848016,0.011795543905635697,0.001201397990388875,-0.0016234600262122756,0.6239966623283056,-0.0065765294297438865
test,bind_conf_single_candidate_rate,0.92,2Wiki,796,0.6042713567839196,0.6719516331658292,0.910175879396985,0.6231155778894473,-0.03527072864321601,-0.0339195979899497,-0.029522613065326553,0.05757462311557793,0.6239966623283056,-0.0065765294297438865
test,bind_conf_single_candidate_rate,0.92,HotpotQA,777,0.6254826254826255,0.7517311454311454,0.9620334620334621,0.6718146718146718,0.0030221364221363345,0.002574002574002532,0.002574002574002643,0.009937580437580418,0.6239966623283056,-0.0065765294297438865
test,bind_conf_single_candidate_rate,0.92,MuSiQue,763,0.35517693315858456,0.44830720838794236,0.7581913499344692,0.72870249017038,0.012519003931848016,0.011795543905635697,0.001201397990388875,-0.0016234600262122756,0.6239966623283056,-0.0065765294297438865
test,bind_conf_single_candidate_rate,0.93,2Wiki,796,0.6042713567839196,0.6719516331658292,0.910175879396985,0.6231155778894473,-0.03527072864321601,-0.0339195979899497,-0.029522613065326553,0.05757462311557793,0.6239966623283056,-0.0065765294297438865
test,bind_conf_single_candidate_rate,0.93,HotpotQA,777,0.6254826254826255,0.7517311454311454,0.9620334620334621,0.6718146718146718,0.0030221364221363345,0.002574002574002532,0.002574002574002643,0.009937580437580418,0.6239966623283056,-0.0065765294297438865
test,bind_conf_single_candidate_rate,0.93,MuSiQue,763,0.35517693315858456,0.44830720838794236,0.7581913499344692,0.72870249017038,0.012519003931848016,0.011795543905635697,0.001201397990388875,-0.0016234600262122756,0.6239966623283056,-0.0065765294297438865
test,bind_conf_single_candidate_rate,0.94,2Wiki,796,0.6042713567839196,0.6719516331658292,0.910175879396985,0.6231155778894473,-0.03527072864321601,-0.0339195979899497,-0.029522613065326553,0.05757462311557793,0.6239966623283056,-0.0065765294297438865
test,bind_conf_single_candidate_rate,0.94,HotpotQA,777,0.6254826254826255,0.7517311454311454,0.9620334620334621,0.6718146718146718,0.0030221364221363345,0.002574002574002532,0.002574002574002643,0.009937580437580418,0.6239966623283056,-0.0065765294297438865
test,bind_conf_single_candidate_rate,0.94,MuSiQue,763,0.35517693315858456,0.44830720838794236,0.7581913499344692,0.72870249017038,0.012519003931848016,0.011795543905635697,0.001201397990388875,-0.0016234600262122756,0.6239966623283056,-0.0065765294297438865
test,bind_conf_single_candidate_rate,0.95,2Wiki,796,0.6042713567839196,0.6719516331658292,0.910175879396985,0.6231155778894473,-0.03527072864321601,-0.0339195979899497,-0.029522613065326553,0.05757462311557793,0.6239966623283056,-0.0065765294297438865
test,bind_conf_single_candidate_rate,0.95,HotpotQA,777,0.6254826254826255,0.7517311454311454,0.9620334620334621,0.6718146718146718,0.0030221364221363345,0.002574002574002532,0.002574002574002643,0.009937580437580418,0.6239966623283056,-0.0065765294297438865
test,bind_conf_single_candidate_rate,0.95,MuSiQue,763,0.35517693315858456,0.44830720838794236,0.7581913499344692,0.72870249017038,0.012519003931848016,0.011795543905635697,0.001201397990388875,-0.0016234600262122756,0.6239966623283056,-0.0065765294297438865
test,bind_conf_single_candidate_rate,0.96,2Wiki,796,0.6042713567839196,0.6719516331658292,0.910175879396985,0.6231155778894473,-0.03527072864321601,-0.0339195979899497,-0.029522613065326553,0.05757462311557793,0.6239966623283056,-0.0065765294297438865
test,bind_conf_single_candidate_rate,0.96,HotpotQA,777,0.6254826254826255,0.7517311454311454,0.9620334620334621,0.6718146718146718,0.0030221364221363345,0.002574002574002532,0.002574002574002643,0.009937580437580418,0.6239966623283056,-0.0065765294297438865
test,bind_conf_single_candidate_rate,0.96,MuSiQue,763,0.35517693315858456,0.44830720838794236,0.7581913499344692,0.72870249017038,0.012519003931848016,0.011795543905635697,0.001201397990388875,-0.0016234600262122756,0.6239966623283056,-0.0065765294297438865
test,bind_conf_single_candidate_rate,0.97,2Wiki,796,0.6042713567839196,0.6719516331658292,0.910175879396985,0.6231155778894473,-0.03527072864321601,-0.0339195979899497,-0.029522613065326553,0.05757462311557793,0.6239966623283056,-0.0065765294297438865
test,bind_conf_single_candidate_rate,0.97,HotpotQA,777,0.6254826254826255,0.7517311454311454,0.9620334620334621,0.6718146718146718,0.0030221364221363345,0.002574002574002532,0.002574002574002643,0.009937580437580418,0.6239966623283056,-0.0065765294297438865
test,bind_conf_single_candidate_rate,0.97,MuSiQue,763,0.35517693315858456,0.44830720838794236,0.7581913499344692,0.72870249017038,0.012519003931848016,0.011795543905635697,0.001201397990388875,-0.0016234600262122756,0.6239966623283056,-0.0065765294297438865
test,bind_conf_single_candidate_rate,0.98,2Wiki,796,0.6042713567839196,0.6719516331658292,0.910175879396985,0.6231155778894473,-0.03527072864321601,-0.0339195979899497,-0.029522613065326553,0.05757462311557793,0.6239966623283056,-0.0065765294297438865
test,bind_conf_single_candidate_rate,0.98,HotpotQA,777,0.6254826254826255,0.7517311454311454,0.9620334620334621,0.6718146718146718,0.0030221364221363345,0.002574002574002532,0.002574002574002643,0.009937580437580418,0.6239966623283056,-0.0065765294297438865
test,bind_conf_single_candidate_rate,0.98,MuSiQue,763,0.35517693315858456,0.44830720838794236,0.7581913499344692,0.72870249017038,0.012519003931848016,0.011795543905635697,0.001201397990388875,-0.0016234600262122756,0.6239966623283056,-0.0065765294297438865
test,bind_conf_single_candidate_rate,0.99,2Wiki,796,0.6042713567839196,0.6719516331658292,0.910175879396985,0.6231155778894473,-0.03527072864321601,-0.0339195979899497,-0.029522613065326553,0.05757462311557793,0.6239966623283056,-0.0065765294297438865
test,bind_conf_single_candidate_rate,0.99,HotpotQA,777,0.6254826254826255,0.7517311454311454,0.9620334620334621,0.6718146718146718,0.0030221364221363345,0.002574002574002532,0.002574002574002643,0.009937580437580418,0.6239966623283056,-0.0065765294297438865
test,bind_conf_single_candidate_rate,0.99,MuSiQue,763,0.35517693315858456,0.44830720838794236,0.7581913499344692,0.72870249017038,0.012519003931848016,0.011795543905635697,0.001201397990388875,-0.0016234600262122756,0.6239966623283056,-0.0065765294297438865
test,bind_conf_single_candidate_rate,1.0,2Wiki,796,0.6042713567839196,0.6719516331658292,0.910175879396985,0.6231155778894473,-0.03527072864321601,-0.0339195979899497,-0.029522613065326553,0.05757462311557793,0.6239966623283056,-0.0065765294297438865
test,bind_conf_single_candidate_rate,1.0,HotpotQA,777,0.6254826254826255,0.7517311454311454,0.9620334620334621,0.6718146718146718,0.0030221364221363345,0.002574002574002532,0.002574002574002643,0.009937580437580418,0.6239966623283056,-0.0065765294297438865
test,bind_conf_single_candidate_rate,1.0,MuSiQue,763,0.35517693315858456,0.44830720838794236,0.7581913499344692,0.72870249017038,0.012519003931848016,0.011795543905635697,0.001201397990388875,-0.0016234600262122756,0.6239966623283056,-0.0065765294297438865
test,bind_conf_single_candidate_rate,1.01,2Wiki,796,0.5527638190954773,0.6143770100502512,0.8636934673366834,1.0,-0.09284535175879394,-0.085427135678392,-0.07600502512562812,0.0,0.6020337478193236,-0.02853944393872591
test,bind_conf_single_candidate_rate,1.01,HotpotQA,777,0.6177606177606177,0.741793564993565,0.9543114543114544,1.0,-0.006915444015444083,-0.005148005148005175,-0.005148005148005064,0.0,0.6020337478193236,-0.02853944393872591
test,bind_conf_single_candidate_rate,1.01,MuSiQue,763,0.3486238532110092,0.44993066841415463,0.7530581039755352,1.0,0.014142463958060292,0.005242463958060328,-0.003931847968545177,0.0,0.6020337478193236,-0.02853944393872591
test,bind_conf_candidate_coverage,0.0,2Wiki,796,0.6381909547738693,0.7072223618090452,0.9396984924623115,0.0,0.0,0.0,0.0,0.09284535175879394,0.6305731917580495,0.0
test,bind_conf_candidate_coverage,0.0,HotpotQA,777,0.6229086229086229,0.748709009009009,0.9594594594594594,0.0,0.0,0.0,0.0,0.006915444015444083,0.6305731917580495,0.0
test,bind_conf_candidate_coverage,0.0,MuSiQue,763,0.34338138925294887,0.43578820445609434,0.7569899519440804,0.0,0.0,0.0,0.0,-0.014142463958060292,0.6305731917580495,0.0
test,bind_conf_candidate_coverage,0.01,2Wiki,796,0.6381909547738693,0.7072223618090452,0.9396984924623115,0.30025125628140703,0.0,0.0,0.0,0.09284535175879394,0.6305731917580495,0.0
test,bind_conf_candidate_coverage,0.01,HotpotQA,777,0.6229086229086229,0.748709009009009,0.9594594594594594,0.33462033462033464,0.0,0.0,0.0,0.006915444015444083,0.6305731917580495,0.0
test,bind_conf_candidate_coverage,0.01,MuSiQue,763,0.34338138925294887,0.43578820445609434,0.7569899519440804,0.33682830930537355,0.0,0.0,0.0,-0.014142463958060292,0.6305731917580495,0.0
test,bind_conf_candidate_coverage,0.02,2Wiki,796,0.6381909547738693,0.7072223618090452,0.9396984924623115,0.30025125628140703,0.0,0.0,0.0,0.09284535175879394,0.6305731917580495,0.0
test,bind_conf_candidate_coverage,0.02,HotpotQA,777,0.6229086229086229,0.748709009009009,0.9594594594594594,0.33462033462033464,0.0,0.0,0.0,0.006915444015444083,0.6305731917580495,0.0
test,bind_conf_candidate_coverage,0.02,MuSiQue,763,0.34338138925294887,0.43578820445609434,0.7569899519440804,0.33682830930537355,0.0,0.0,0.0,-0.014142463958060292,0.6305731917580495,0.0
test,bind_conf_candidate_coverage,0.03,2Wiki,796,0.6381909547738693,0.7072223618090452,0.9396984924623115,0.30025125628140703,0.0,0.0,0.0,0.09284535175879394,0.6305731917580495,0.0
test,bind_conf_candidate_coverage,0.03,HotpotQA,777,0.6229086229086229,0.748709009009009,0.9594594594594594,0.33462033462033464,0.0,0.0,0.0,0.006915444015444083,0.6305731917580495,0.0
test,bind_conf_candidate_coverage,0.03,MuSiQue,763,0.34338138925294887,0.43578820445609434,0.7569899519440804,0.33682830930537355,0.0,0.0,0.0,-0.014142463958060292,0.6305731917580495,0.0
test,bind_conf_candidate_coverage,0.04,2Wiki,796,0.6381909547738693,0.7072223618090452,0.9396984924623115,0.30025125628140703,0.0,0.0,0.0,0.09284535175879394,0.6305731917580495,0.0
test,bind_conf_candidate_coverage,0.04,HotpotQA,777,0.6229086229086229,0.748709009009009,0.9594594594594594,0.33462033462033464,0.0,0.0,0.0,0.006915444015444083,0.6305731917580495,0.0
test,bind_conf_candidate_coverage,0.04,MuSiQue,763,0.34338138925294887,0.43578820445609434,0.7569899519440804,0.33682830930537355,0.0,0.0,0.0,-0.014142463958060292,0.6305731917580495,0.0
test,bind_conf_candidate_coverage,0.05,2Wiki,796,0.6381909547738693,0.7072223618090452,0.9396984924623115,0.30025125628140703,0.0,0.0,0.0,0.09284535175879394,0.6305731917580495,0.0
test,bind_conf_candidate_coverage,0.05,HotpotQA,777,0.6229086229086229,0.748709009009009,0.9594594594594594,0.33462033462033464,0.0,0.0,0.0,0.006915444015444083,0.6305731917580495,0.0
test,bind_conf_candidate_coverage,0.05,MuSiQue,763,0.34338138925294887,0.43578820445609434,0.7569899519440804,0.33682830930537355,0.0,0.0,0.0,-0.014142463958060292,0.6305731917580495,0.0
test,bind_conf_candidate_coverage,0.06,2Wiki,796,0.6381909547738693,0.7072223618090452,0.9396984924623115,0.30025125628140703,0.0,0.0,0.0,0.09284535175879394,0.6305731917580495,0.0
test,bind_conf_candidate_coverage,0.06,HotpotQA,777,0.6229086229086229,0.748709009009009,0.9594594594594594,0.33462033462033464,0.0,0.0,0.0,0.006915444015444083,0.6305731917580495,0.0
test,bind_conf_candidate_coverage,0.06,MuSiQue,763,0.34338138925294887,0.43578820445609434,0.7569899519440804,0.33682830930537355,0.0,0.0,0.0,-0.014142463958060292,0.6305731917580495,0.0
test,bind_conf_candidate_coverage,0.07,2Wiki,796,0.6381909547738693,0.7072223618090452,0.9396984924623115,0.30025125628140703,0.0,0.0,0.0,0.09284535175879394,0.6305731917580495,0.0
test,bind_conf_candidate_coverage,0.07,HotpotQA,777,0.6229086229086229,0.748709009009009,0.9594594594594594,0.33462033462033464,0.0,0.0,0.0,0.006915444015444083,0.6305731917580495,0.0
test,bind_conf_candidate_coverage,0.07,MuSiQue,763,0.34338138925294887,0.43578820445609434,0.7569899519440804,0.33682830930537355,0.0,0.0,0.0,-0.014142463958060292,0.6305731917580495,0.0
test,bind_conf_candidate_coverage,0.08,2Wiki,796,0.6381909547738693,0.7072223618090452,0.9396984924623115,0.30025125628140703,0.0,0.0,0.0,0.09284535175879394,0.6305731917580495,0.0
test,bind_conf_candidate_coverage,0.08,HotpotQA,777,0.6229086229086229,0.748709009009009,0.9594594594594594,0.33462033462033464,0.0,0.0,0.0,0.006915444015444083,0.6305731917580495,0.0
test,bind_conf_candidate_coverage,0.08,MuSiQue,763,0.34338138925294887,0.43578820445609434,0.7569899519440804,0.33682830930537355,0.0,0.0,0.0,-0.014142463958060292,0.6305731917580495,0.0
test,bind_conf_candidate_coverage,0.09,2Wiki,796,0.6381909547738693,0.7072223618090452,0.9396984924623115,0.30025125628140703,0.0,0.0,0.0,0.09284535175879394,0.6305731917580495,0.0
test,bind_conf_candidate_coverage,0.09,HotpotQA,777,0.6229086229086229,0.748709009009009,0.9594594594594594,0.33462033462033464,0.0,0.0,0.0,0.006915444015444083,0.6305731917580495,0.0
test,bind_conf_candidate_coverage,0.09,MuSiQue,763,0.34338138925294887,0.43578820445609434,0.7569899519440804,0.33682830930537355,0.0,0.0,0.0,-0.014142463958060292,0.6305731917580495,0.0
test,bind_conf_candidate_coverage,0.1,2Wiki,796,0.6381909547738693,0.7072223618090452,0.9396984924623115,0.30025125628140703,0.0,0.0,0.0,0.09284535175879394,0.6305731917580495,0.0
test,bind_conf_candidate_coverage,0.1,HotpotQA,777,0.6229086229086229,0.748709009009009,0.9594594594594594,0.33462033462033464,0.0,0.0,0.0,0.006915444015444083,0.6305731917580495,0.0
test,bind_conf_candidate_coverage,0.1,MuSiQue,763,0.34338138925294887,0.43578820445609434,0.7569899519440804,0.33682830930537355,0.0,0.0,0.0,-0.014142463958060292,0.6305731917580495,0.0
test,bind_conf_candidate_coverage,0.11,2Wiki,796,0.6381909547738693,0.7072223618090452,0.9396984924623115,0.30025125628140703,0.0,0.0,0.0,0.09284535175879394,0.6305731917580495,0.0
test,bind_conf_candidate_coverage,0.11,HotpotQA,777,0.6229086229086229,0.748709009009009,0.9594594594594594,0.33462033462033464,0.0,0.0,0.0,0.006915444015444083,0.6305731917580495,0.0
test,bind_conf_candidate_coverage,0.11,MuSiQue,763,0.34338138925294887,0.43578820445609434,0.7569899519440804,0.33682830930537355,0.0,0.0,0.0,-0.014142463958060292,0.6305731917580495,0.0
test,bind_conf_candidate_coverage,0.12,2Wiki,796,0.6381909547738693,0.7072223618090452,0.9396984924623115,0.30025125628140703,0.0,0.0,0.0,0.09284535175879394,0.6305731917580495,0.0
test,bind_conf_candidate_coverage,0.12,HotpotQA,777,0.6229086229086229,0.748709009009009,0.9594594594594594,0.33462033462033464,0.0,0.0,0.0,0.006915444015444083,0.6305731917580495,0.0
test,bind_conf_candidate_coverage,0.12,MuSiQue,763,0.34338138925294887,0.43578820445609434,0.7569899519440804,0.33682830930537355,0.0,0.0,0.0,-0.014142463958060292,0.6305731917580495,0.0
test,bind_conf_candidate_coverage,0.13,2Wiki,796,0.6381909547738693,0.7072223618090452,0.9396984924623115,0.30025125628140703,0.0,0.0,0.0,0.09284535175879394,0.6305731917580495,0.0
test,bind_conf_candidate_coverage,0.13,HotpotQA,777,0.6229086229086229,0.748709009009009,0.9594594594594594,0.33462033462033464,0.0,0.0,0.0,0.006915444015444083,0.6305731917580495,0.0
test,bind_conf_candidate_coverage,0.13,MuSiQue,763,0.34338138925294887,0.43578820445609434,0.7569899519440804,0.33682830930537355,0.0,0.0,0.0,-0.014142463958060292,0.6305731917580495,0.0
test,bind_conf_candidate_coverage,0.14,2Wiki,796,0.6381909547738693,0.7072223618090452,0.9396984924623115,0.30025125628140703,0.0,0.0,0.0,0.09284535175879394,0.6305731917580495,0.0
test,bind_conf_candidate_coverage,0.14,HotpotQA,777,0.6229086229086229,0.748709009009009,0.9594594594594594,0.33462033462033464,0.0,0.0,0.0,0.006915444015444083,0.6305731917580495,0.0
test,bind_conf_candidate_coverage,0.14,MuSiQue,763,0.34338138925294887,0.43578820445609434,0.7569899519440804,0.33682830930537355,0.0,0.0,0.0,-0.014142463958060292,0.6305731917580495,0.0
test,bind_conf_candidate_coverage,0.15,2Wiki,796,0.6381909547738693,0.7072223618090452,0.9396984924623115,0.30025125628140703,0.0,0.0,0.0,0.09284535175879394,0.6305731917580495,0.0
test,bind_conf_candidate_coverage,0.15,HotpotQA,777,0.6229086229086229,0.748709009009009,0.9594594594594594,0.33462033462033464,0.0,0.0,0.0,0.006915444015444083,0.6305731917580495,0.0
test,bind_conf_candidate_coverage,0.15,MuSiQue,763,0.34338138925294887,0.43578820445609434,0.7569899519440804,0.33682830930537355,0.0,0.0,0.0,-0.014142463958060292,0.6305731917580495,0.0
test,bind_conf_candidate_coverage,0.16,2Wiki,796,0.6381909547738693,0.7072223618090452,0.9396984924623115,0.30025125628140703,0.0,0.0,0.0,0.09284535175879394,0.6305731917580495,0.0
test,bind_conf_candidate_coverage,0.16,HotpotQA,777,0.6229086229086229,0.748709009009009,0.9594594594594594,0.33462033462033464,0.0,0.0,0.0,0.006915444015444083,0.6305731917580495,0.0
test,bind_conf_candidate_coverage,0.16,MuSiQue,763,0.34338138925294887,0.43578820445609434,0.7569899519440804,0.33682830930537355,0.0,0.0,0.0,-0.014142463958060292,0.6305731917580495,0.0
test,bind_conf_candidate_coverage,0.17,2Wiki,796,0.6381909547738693,0.7072223618090452,0.9396984924623115,0.30025125628140703,0.0,0.0,0.0,0.09284535175879394,0.6305731917580495,0.0
test,bind_conf_candidate_coverage,0.17,HotpotQA,777,0.6229086229086229,0.748709009009009,0.9594594594594594,0.33462033462033464,0.0,0.0,0.0,0.006915444015444083,0.6305731917580495,0.0
test,bind_conf_candidate_coverage,0.17,MuSiQue,763,0.34338138925294887,0.43578820445609434,0.7569899519440804,0.33682830930537355,0.0,0.0,0.0,-0.014142463958060292,0.6305731917580495,0.0
test,bind_conf_candidate_coverage,0.18,2Wiki,796,0.6381909547738693,0.7072223618090452,0.9396984924623115,0.30025125628140703,0.0,0.0,0.0,0.09284535175879394,0.6305731917580495,0.0
