split,score_name,threshold,dataset,n,em,f1,title_recall,null_rate,delta_f1_vs_daec,delta_em_vs_daec,delta_title_recall_vs_daec,delta_f1_vs_nobind,macro_f1,macro_delta_f1_vs_daec
all,bind_conf_margin_diagnostic,0.01,2Wiki,1000,0.634,0.7047976,0.9355,0.349,-0.007030099999999928,-0.008000000000000007,-0.005499999999999949,0.09280730000000004,0.6333396333333333,0.0016645666666666818
all,bind_conf_margin_diagnostic,0.01,HotpotQA,1000,0.622,0.7505949,0.9635,0.441,0.003290499999999974,0.0020000000000000018,0.0010000000000000009,0.01185729999999996,0.6333396333333333,0.0016645666666666818
all,bind_conf_margin_diagnostic,0.01,MuSiQue,1000,0.349,0.4446264,0.7645833333333333,0.432,0.0087333,0.011999999999999955,0.0034166666666666234,-0.0011870999999999965,0.6333396333333333,0.0016645666666666818
all,bind_conf_margin_diagnostic,0.02,2Wiki,1000,0.634,0.7041309,0.9345,0.353,-0.007696799999999948,-0.008000000000000007,-0.00649999999999995,0.09214060000000002,0.6330618666666666,0.0013868000000000398
all,bind_conf_margin_diagnostic,0.02,HotpotQA,1000,0.622,0.7507616,0.9635,0.448,0.003457200000000049,0.0020000000000000018,0.0010000000000000009,0.012024000000000035,0.6330618666666666,0.0013868000000000398
all,bind_conf_margin_diagnostic,0.02,MuSiQue,1000,0.348,0.4442931,0.7649166666666667,0.435,0.008400000000000019,0.010999999999999954,0.003750000000000031,-0.0015203999999999773,0.6330618666666666,0.0013868000000000398
all,bind_conf_margin_diagnostic,0.03,2Wiki,1000,0.634,0.7041309,0.9345,0.354,-0.007696799999999948,-0.008000000000000007,-0.00649999999999995,0.09214060000000002,0.6327285333333333,0.0010534666666667063
all,bind_conf_margin_diagnostic,0.03,HotpotQA,1000,0.622,0.7507616,0.9635,0.453,0.003457200000000049,0.0020000000000000018,0.0010000000000000009,0.012024000000000035,0.6327285333333333,0.0010534666666667063
all,bind_conf_margin_diagnostic,0.03,MuSiQue,1000,0.347,0.4432931,0.7646666666666666,0.445,0.007400000000000018,0.009999999999999953,0.0034999999999999476,-0.002520399999999978,0.6327285333333333,0.0010534666666667063
all,bind_conf_margin_diagnostic,0.04,2Wiki,1000,0.634,0.7041309,0.9345,0.355,-0.007696799999999948,-0.008000000000000007,-0.00649999999999995,0.09214060000000002,0.6332618666666667,0.0015868000000000364
all,bind_conf_margin_diagnostic,0.04,HotpotQA,1000,0.623,0.7517616,0.964,0.457,0.00445720000000005,0.0030000000000000027,0.0014999999999999458,0.013024000000000036,0.6332618666666667,0.0015868000000000364
all,bind_conf_margin_diagnostic,0.04,MuSiQue,1000,0.348,0.4438931,0.7639166666666667,0.454,0.008000000000000007,0.010999999999999954,0.00275000000000003,-0.0019203999999999888,0.6332618666666667,0.0015868000000000364
all,bind_conf_margin_diagnostic,0.05,2Wiki,1000,0.634,0.7041309,0.9345,0.355,-0.007696799999999948,-0.008000000000000007,-0.00649999999999995,0.09214060000000002,0.6332618666666667,0.0015868000000000364
all,bind_conf_margin_diagnostic,0.05,HotpotQA,1000,0.623,0.7517616,0.964,0.461,0.00445720000000005,0.0030000000000000027,0.0014999999999999458,0.013024000000000036,0.6332618666666667,0.0015868000000000364
all,bind_conf_margin_diagnostic,0.05,MuSiQue,1000,0.348,0.4438931,0.7646666666666666,0.456,0.008000000000000007,0.010999999999999954,0.0034999999999999476,-0.0019203999999999888,0.6332618666666667,0.0015868000000000364
all,bind_conf_margin_diagnostic,0.06,2Wiki,1000,0.634,0.7041309,0.9345,0.356,-0.007696799999999948,-0.008000000000000007,-0.00649999999999995,0.09214060000000002,0.6327634666666667,0.0010884000000000449
all,bind_conf_margin_diagnostic,0.06,HotpotQA,1000,0.623,0.7517616,0.9645,0.467,0.00445720000000005,0.0030000000000000027,0.0020000000000000018,0.013024000000000036,0.6327634666666667,0.0010884000000000449
all,bind_conf_margin_diagnostic,0.06,MuSiQue,1000,0.346,0.4423979,0.764,0.463,0.006504800000000033,0.008999999999999952,0.0028333333333333544,-0.003415599999999963,0.6327634666666667,0.0010884000000000449
all,bind_conf_margin_diagnostic,0.07,2Wiki,1000,0.634,0.7036309,0.9335,0.361,-0.008196800000000004,-0.008000000000000007,-0.007499999999999951,0.09164059999999996,0.6328349,0.00115983333333336
all,bind_conf_margin_diagnostic,0.07,HotpotQA,1000,0.623,0.7517616,0.9645,0.47,0.00445720000000005,0.0030000000000000027,0.0020000000000000018,0.013024000000000036,0.6328349,0.00115983333333336
all,bind_conf_margin_diagnostic,0.07,MuSiQue,1000,0.347,0.4431122,0.7645,0.467,0.007219100000000034,0.009999999999999953,0.0033333333333332993,-0.002701299999999962,0.6328349,0.00115983333333336
all,bind_conf_margin_diagnostic,0.08,2Wiki,1000,0.634,0.7036309,0.9335,0.361,-0.008196800000000004,-0.008000000000000007,-0.007499999999999951,0.09164059999999996,0.6325111,0.0008360333333333562
all,bind_conf_margin_diagnostic,0.08,HotpotQA,1000,0.623,0.7511902,0.9645,0.474,0.0038858000000000503,0.0030000000000000027,0.0020000000000000018,0.012452600000000036,0.6325111,0.0008360333333333562
all,bind_conf_margin_diagnostic,0.08,MuSiQue,1000,0.347,0.4427122,0.76425,0.471,0.006819100000000022,0.009999999999999953,0.003083333333333327,-0.0031012999999999735,0.6325111,0.0008360333333333562
all,bind_conf_margin_diagnostic,0.09,2Wiki,1000,0.632,0.7025087,0.9335,0.364,-0.009318999999999966,-0.010000000000000009,-0.007499999999999951,0.0905184,0.6324703666666667,0.0007953000000000358
all,bind_conf_margin_diagnostic,0.09,HotpotQA,1000,0.623,0.7511902,0.9645,0.479,0.0038858000000000503,0.0030000000000000027,0.0020000000000000018,0.012452600000000036,0.6324703666666667,0.0007953000000000358
all,bind_conf_margin_diagnostic,0.09,MuSiQue,1000,0.348,0.4437122,0.7645833333333333,0.478,0.007819100000000023,0.010999999999999954,0.0034166666666666234,-0.0021012999999999726,0.6324703666666667,0.0007953000000000358
all,bind_conf_margin_diagnostic,0.1,2Wiki,1000,0.63,0.701642,0.9325,0.367,-0.010185699999999964,-0.01200000000000001,-0.008499999999999952,0.0896517,0.6321208666666667,0.0004458000000000332
all,bind_conf_margin_diagnostic,0.1,HotpotQA,1000,0.623,0.7511902,0.9645,0.481,0.0038858000000000503,0.0030000000000000027,0.0020000000000000018,0.012452600000000036,0.6321208666666667,0.0004458000000000332
all,bind_conf_margin_diagnostic,0.1,MuSiQue,1000,0.348,0.4435304,0.7643333333333333,0.483,0.0076373000000000135,0.010999999999999954,0.003166666666666651,-0.0022830999999999824,0.6321208666666667,0.0004458000000000332
all,bind_conf_margin_diagnostic,0.11,2Wiki,1000,0.628,0.699642,0.9315,0.371,-0.012185699999999966,-0.014000000000000012,-0.009499999999999953,0.0876517,0.6312602666666667,-0.0004147999999999559
all,bind_conf_margin_diagnostic,0.11,HotpotQA,1000,0.622,0.7501902,0.9645,0.485,0.0028858000000000494,0.0020000000000000018,0.0020000000000000018,0.011452600000000035,0.6312602666666667,-0.0004147999999999559
all,bind_conf_margin_diagnostic,0.11,MuSiQue,1000,0.348,0.4439486,0.7643333333333333,0.486,0.008055500000000049,0.010999999999999954,0.003166666666666651,-0.0018648999999999472,0.6312602666666667,-0.0004147999999999559
all,bind_conf_margin_diagnostic,0.12,2Wiki,1000,0.628,0.699642,0.9315,0.371,-0.012185699999999966,-0.014000000000000012,-0.009499999999999953,0.0876517,0.6318456,0.00017053333333335216
all,bind_conf_margin_diagnostic,0.12,HotpotQA,1000,0.623,0.7515712,0.9645,0.492,0.004266800000000015,0.0030000000000000027,0.0020000000000000018,0.0128336,0.6318456,0.00017053333333335216
all,bind_conf_margin_diagnostic,0.12,MuSiQue,1000,0.349,0.4443236,0.7646666666666666,0.493,0.008430500000000007,0.011999999999999955,0.0034999999999999476,-0.0014898999999999885,0.6318456,0.00017053333333335216
all,bind_conf_margin_diagnostic,0.13,2Wiki,1000,0.628,0.699642,0.931,0.373,-0.012185699999999966,-0.014000000000000012,-0.009999999999999898,0.0876517,0.6318456,0.00017053333333335216
all,bind_conf_margin_diagnostic,0.13,HotpotQA,1000,0.623,0.7515712,0.9645,0.494,0.004266800000000015,0.0030000000000000027,0.0020000000000000018,0.0128336,0.6318456,0.00017053333333335216
all,bind_conf_margin_diagnostic,0.13,MuSiQue,1000,0.349,0.4443236,0.7646666666666666,0.496,0.008430500000000007,0.011999999999999955,0.0034999999999999476,-0.0014898999999999885,0.6318456,0.00017053333333335216
all,bind_conf_margin_diagnostic,0.14,2Wiki,1000,0.627,0.698642,0.9295,0.377,-0.013185699999999967,-0.015000000000000013,-0.011499999999999955,0.0866517,0.6315122666666666,-0.0001627999999999815
all,bind_conf_margin_diagnostic,0.14,HotpotQA,1000,0.623,0.7515712,0.9645,0.495,0.004266800000000015,0.0030000000000000027,0.0020000000000000018,0.0128336,0.6315122666666666,-0.0001627999999999815
all,bind_conf_margin_diagnostic,0.14,MuSiQue,1000,0.349,0.4443236,0.7646666666666666,0.497,0.008430500000000007,0.011999999999999955,0.0034999999999999476,-0.0014898999999999885,0.6315122666666666,-0.0001627999999999815
all,bind_conf_margin_diagnostic,0.15,2Wiki,1000,0.626,0.697242,0.9295,0.38,-0.014585699999999924,-0.016000000000000014,-0.011499999999999955,0.08525170000000004,0.6313789333333333,-0.0002961333333333001
all,bind_conf_margin_diagnostic,0.15,HotpotQA,1000,0.623,0.7515712,0.9645,0.499,0.004266800000000015,0.0030000000000000027,0.0020000000000000018,0.0128336,0.6313789333333333,-0.0002961333333333001
all,bind_conf_margin_diagnostic,0.15,MuSiQue,1000,0.35,0.4453236,0.7651666666666667,0.502,0.009430500000000008,0.012999999999999956,0.0040000000000000036,-0.0004898999999999876,0.6313789333333333,-0.0002961333333333001
all,bind_conf_margin_diagnostic,0.16,2Wiki,1000,0.626,0.697242,0.9295,0.381,-0.014585699999999924,-0.016000000000000014,-0.011499999999999955,0.08525170000000004,0.6317122666666667,3.7200000000033505e-05
all,bind_conf_margin_diagnostic,0.16,HotpotQA,1000,0.624,0.7525712,0.9645,0.504,0.005266800000000016,0.0040000000000000036,0.0020000000000000018,0.013833600000000001,0.6317122666666667,3.7200000000033505e-05
all,bind_conf_margin_diagnostic,0.16,MuSiQue,1000,0.35,0.4453236,0.7651666666666667,0.505,0.009430500000000008,0.012999999999999956,0.0040000000000000036,-0.0004898999999999876,0.6317122666666667,3.7200000000033505e-05
all,bind_conf_margin_diagnostic,0.17,2Wiki,1000,0.625,0.696242,0.929,0.383,-0.015585699999999925,-0.017000000000000015,-0.0119999999999999,0.08425170000000004,0.6313789333333333,-0.0002961333333333001
all,bind_conf_margin_diagnostic,0.17,HotpotQA,1000,0.624,0.7525712,0.965,0.51,0.005266800000000016,0.0040000000000000036,0.0024999999999999467,0.013833600000000001,0.6313789333333333,-0.0002961333333333001
all,bind_conf_margin_diagnostic,0.17,MuSiQue,1000,0.35,0.4453236,0.7656666666666666,0.506,0.009430500000000008,0.012999999999999956,0.0044999999999999485,-0.0004898999999999876,0.6313789333333333,-0.0002961333333333001
all,bind_conf_margin_diagnostic,0.18,2Wiki,1000,0.625,0.6961864,0.929,0.387,-0.01564129999999997,-0.017000000000000015,-0.0119999999999999,0.0841961,0.6313603999999999,-0.0003146666666666483
all,bind_conf_margin_diagnostic,0.18,HotpotQA,1000,0.624,0.7525712,0.965,0.514,0.005266800000000016,0.0040000000000000036,0.0024999999999999467,0.013833600000000001,0.6313603999999999,-0.0003146666666666483
all,bind_conf_margin_diagnostic,0.18,MuSiQue,1000,0.35,0.4453236,0.7656666666666666,0.506,0.009430500000000008,0.012999999999999956,0.0044999999999999485,-0.0004898999999999876,0.6313603999999999,-0.0003146666666666483
all,bind_conf_margin_diagnostic,0.19,2Wiki,1000,0.624,0.6951864,0.9285,0.388,-0.01664129999999997,-0.018000000000000016,-0.012499999999999956,0.0831961,0.6311937333333333,-0.00048133333333331513
all,bind_conf_margin_diagnostic,0.19,HotpotQA,1000,0.624,0.7525712,0.965,0.515,0.005266800000000016,0.0040000000000000036,0.0024999999999999467,0.013833600000000001,0.6311937333333333,-0.00048133333333331513
all,bind_conf_margin_diagnostic,0.19,MuSiQue,1000,0.35,0.4458236,0.7656666666666666,0.508,0.009930500000000009,0.012999999999999956,0.0044999999999999485,1.0100000000012876e-05,0.6311937333333333,-0.00048133333333331513
all,bind_conf_margin_diagnostic,0.2,2Wiki,1000,0.623,0.6941864,0.928,0.391,-0.01764129999999997,-0.019000000000000017,-0.0129999999999999,0.0821961,0.6311937333333333,-0.00048133333333331513
all,bind_conf_margin_diagnostic,0.2,HotpotQA,1000,0.625,0.7535712,0.9655,0.521,0.006266800000000017,0.0050000000000000044,0.0030000000000000027,0.014833600000000002,0.6311937333333333,-0.00048133333333331513
all,bind_conf_margin_diagnostic,0.2,MuSiQue,1000,0.35,0.4458236,0.7653333333333333,0.512,0.009930500000000009,0.012999999999999956,0.004166666666666652,1.0100000000012876e-05,0.6311937333333333,-0.00048133333333331513
all,bind_conf_margin_diagnostic,0.21,2Wiki,1000,0.623,0.6941864,0.928,0.393,-0.01764129999999997,-0.019000000000000017,-0.0129999999999999,0.0821961,0.6314604,-0.0002146666666666408
all,bind_conf_margin_diagnostic,0.21,HotpotQA,1000,0.625,0.7535712,0.9655,0.521,0.006266800000000017,0.0050000000000000044,0.0030000000000000027,0.014833600000000002,0.6314604,-0.0002146666666666408
all,bind_conf_margin_diagnostic,0.21,MuSiQue,1000,0.35,0.4466236,0.7648333333333334,0.514,0.010730500000000032,0.012999999999999956,0.003666666666666707,0.0008101000000000358,0.6314604,-0.0002146666666666408
all,bind_conf_margin_diagnostic,0.22,2Wiki,1000,0.623,0.6941864,0.928,0.394,-0.01764129999999997,-0.019000000000000017,-0.0129999999999999,0.0821961,0.6314604,-0.0002146666666666408
all,bind_conf_margin_diagnostic,0.22,HotpotQA,1000,0.625,0.7535712,0.9655,0.523,0.006266800000000017,0.0050000000000000044,0.0030000000000000027,0.014833600000000002,0.6314604,-0.0002146666666666408
all,bind_conf_margin_diagnostic,0.22,MuSiQue,1000,0.35,0.4466236,0.7648333333333334,0.517,0.010730500000000032,0.012999999999999956,0.003666666666666707,0.0008101000000000358,0.6314604,-0.0002146666666666408
all,bind_conf_margin_diagnostic,0.23,2Wiki,1000,0.623,0.6941864,0.928,0.396,-0.01764129999999997,-0.019000000000000017,-0.0129999999999999,0.0821961,0.6317595666666667,8.450000000002437e-05
all,bind_conf_margin_diagnostic,0.23,HotpotQA,1000,0.625,0.7534687,0.9655,0.526,0.0061643000000000114,0.0050000000000000044,0.0030000000000000027,0.014731099999999997,0.6317595666666667,8.450000000002437e-05
all,bind_conf_margin_diagnostic,0.23,MuSiQue,1000,0.351,0.4476236,0.7648333333333334,0.522,0.011730500000000033,0.013999999999999957,0.003666666666666707,0.0018101000000000367,0.6317595666666667,8.450000000002437e-05
all,bind_conf_margin_diagnostic,0.24,2Wiki,1000,0.622,0.6926864,0.92675,0.398,-0.019141299999999917,-0.020000000000000018,-0.014249999999999985,0.08069610000000005,0.6312595666666667,-0.00041549999999995757
all,bind_conf_margin_diagnostic,0.24,HotpotQA,1000,0.625,0.7534687,0.9655,0.53,0.0061643000000000114,0.0050000000000000044,0.0030000000000000027,0.014731099999999997,0.6312595666666667,-0.00041549999999995757
all,bind_conf_margin_diagnostic,0.24,MuSiQue,1000,0.351,0.4476236,0.7648333333333334,0.523,0.011730500000000033,0.013999999999999957,0.003666666666666707,0.0018101000000000367,0.6312595666666667,-0.00041549999999995757
all,bind_conf_margin_diagnostic,0.25,2Wiki,1000,0.621,0.6916864,0.92625,0.399,-0.020141299999999918,-0.02100000000000002,-0.01474999999999993,0.07969610000000005,0.6309262333333333,-0.0007488333333332912
all,bind_conf_margin_diagnostic,0.25,HotpotQA,1000,0.625,0.7534687,0.9655,0.531,0.0061643000000000114,0.0050000000000000044,0.0030000000000000027,0.014731099999999997,0.6309262333333333,-0.0007488333333332912
all,bind_conf_margin_diagnostic,0.25,MuSiQue,1000,0.351,0.4476236,0.7648333333333334,0.523,0.011730500000000033,0.013999999999999957,0.003666666666666707,0.0018101000000000367,0.6309262333333333,-0.0007488333333332912
all,bind_conf_margin_diagnostic,0.26,2Wiki,1000,0.621,0.6916864,0.92575,0.4,-0.020141299999999918,-0.02100000000000002,-0.015249999999999986,0.07969610000000005,0.6307595666666667,-0.0009154999999999395
all,bind_conf_margin_diagnostic,0.26,HotpotQA,1000,0.624,0.7529687,0.9655,0.538,0.0056643000000000665,0.0040000000000000036,0.0030000000000000027,0.014231100000000052,0.6307595666666667,-0.0009154999999999395
all,bind_conf_margin_diagnostic,0.26,MuSiQue,1000,0.351,0.4476236,0.7655,0.526,0.011730500000000033,0.013999999999999957,0.0043333333333333,0.0018101000000000367,0.6307595666666667,-0.0009154999999999395
all,bind_conf_margin_diagnostic,0.27,2Wiki,1000,0.621,0.6916864,0.92575,0.404,-0.020141299999999918,-0.02100000000000002,-0.015249999999999986,0.07969610000000005,0.6305313666666666,-0.0011436999999999697
all,bind_conf_margin_diagnostic,0.27,HotpotQA,1000,0.624,0.7527841,0.965,0.543,0.005479699999999976,0.0040000000000000036,0.0024999999999999467,0.014046499999999962,0.6305313666666666,-0.0011436999999999697
all,bind_conf_margin_diagnostic,0.27,MuSiQue,1000,0.351,0.4471236,0.7655,0.529,0.011230500000000032,0.013999999999999957,0.0043333333333333,0.0013101000000000362,0.6305313666666666,-0.0011436999999999697
all,bind_conf_margin_diagnostic,0.28,2Wiki,1000,0.621,0.6916864,0.92525,0.407,-0.020141299999999918,-0.02100000000000002,-0.01574999999999993,0.07969610000000005,0.6305313666666666,-0.0011436999999999697
all,bind_conf_margin_diagnostic,0.28,HotpotQA,1000,0.624,0.7527841,0.965,0.546,0.005479699999999976,0.0040000000000000036,0.0024999999999999467,0.014046499999999962,0.6305313666666666,-0.0011436999999999697
all,bind_conf_margin_diagnostic,0.28,MuSiQue,1000,0.351,0.4471236,0.76525,0.531,0.011230500000000032,0.013999999999999957,0.004083333333333328,0.0013101000000000362,0.6305313666666666,-0.0011436999999999697
all,bind_conf_margin_diagnostic,0.29,2Wiki,1000,0.62,0.6906864,0.92425,0.411,-0.02114129999999992,-0.02200000000000002,-0.01674999999999993,0.07869610000000005,0.6301980333333334,-0.0014770333333333034
all,bind_conf_margin_diagnostic,0.29,HotpotQA,1000,0.624,0.7527841,0.965,0.548,0.005479699999999976,0.0040000000000000036,0.0024999999999999467,0.014046499999999962,0.6301980333333334,-0.0014770333333333034
all,bind_conf_margin_diagnostic,0.29,MuSiQue,1000,0.351,0.4471236,0.76525,0.532,0.011230500000000032,0.013999999999999957,0.004083333333333328,0.0013101000000000362,0.6301980333333334,-0.0014770333333333034
all,bind_conf_margin_diagnostic,0.3,2Wiki,1000,0.618,0.6886864,0.9235,0.415,-0.02314129999999992,-0.02400000000000002,-0.01749999999999996,0.07669610000000004,0.6299627333333333,-0.0017123333333333157
all,bind_conf_margin_diagnostic,0.3,HotpotQA,1000,0.625,0.7537841,0.965,0.553,0.006479699999999977,0.0050000000000000044,0.0024999999999999467,0.015046499999999963,0.6299627333333333,-0.0017123333333333157
all,bind_conf_margin_diagnostic,0.3,MuSiQue,1000,0.352,0.4474177,0.76475,0.536,0.011524599999999996,0.014999999999999958,0.0035833333333333828,0.0016042,0.6299627333333333,-0.0017123333333333157
all,bind_conf_margin_diagnostic,0.31,2Wiki,1000,0.618,0.6886864,0.9235,0.415,-0.02314129999999992,-0.02400000000000002,-0.01749999999999996,0.07669610000000004,0.6299627333333333,-0.0017123333333333157
all,bind_conf_margin_diagnostic,0.31,HotpotQA,1000,0.625,0.7537841,0.965,0.555,0.006479699999999977,0.0050000000000000044,0.0024999999999999467,0.015046499999999963,0.6299627333333333,-0.0017123333333333157
all,bind_conf_margin_diagnostic,0.31,MuSiQue,1000,0.352,0.4474177,0.7654166666666666,0.539,0.011524599999999996,0.014999999999999958,0.004249999999999976,0.0016042,0.6299627333333333,-0.0017123333333333157
all,bind_conf_margin_diagnostic,0.32,2Wiki,1000,0.617,0.6876864,0.923,0.417,-0.02414129999999992,-0.025000000000000022,-0.017999999999999905,0.07569610000000004,0.6296294,-0.002045666666666649
all,bind_conf_margin_diagnostic,0.32,HotpotQA,1000,0.625,0.7537841,0.965,0.555,0.006479699999999977,0.0050000000000000044,0.0024999999999999467,0.015046499999999963,0.6296294,-0.002045666666666649
all,bind_conf_margin_diagnostic,0.32,MuSiQue,1000,0.352,0.4474177,0.7654166666666666,0.542,0.011524599999999996,0.014999999999999958,0.004249999999999976,0.0016042,0.6296294,-0.002045666666666649
all,bind_conf_margin_diagnostic,0.33,2Wiki,1000,0.616,0.6866864,0.922,0.421,-0.025141299999999922,-0.026000000000000023,-0.018999999999999906,0.07469610000000004,0.6292960666666667,-0.002378999999999983
all,bind_conf_margin_diagnostic,0.33,HotpotQA,1000,0.625,0.7537841,0.965,0.556,0.006479699999999977,0.0050000000000000044,0.0024999999999999467,0.015046499999999963,0.6292960666666667,-0.002378999999999983
all,bind_conf_margin_diagnostic,0.33,MuSiQue,1000,0.352,0.4474177,0.7654166666666666,0.544,0.011524599999999996,0.014999999999999958,0.004249999999999976,0.0016042,0.6292960666666667,-0.002378999999999983
all,bind_conf_margin_diagnostic,0.34,2Wiki,1000,0.616,0.6866864,0.922,0.422,-0.025141299999999922,-0.026000000000000023,-0.018999999999999906,0.07469610000000004,0.6296664333333333,-0.002008633333333306
all,bind_conf_margin_diagnostic,0.34,HotpotQA,1000,0.626,0.7538952,0.965,0.559,0.006590800000000008,0.006000000000000005,0.0024999999999999467,0.015157599999999993,0.6296664333333333,-0.002008633333333306
all,bind_conf_margin_diagnostic,0.34,MuSiQue,1000,0.353,0.4484177,0.7660833333333333,0.55,0.012524599999999997,0.01599999999999996,0.00491666666666668,0.002604200000000001,0.6296664333333333,-0.002008633333333306
all,bind_conf_margin_diagnostic,0.35,2Wiki,1000,0.616,0.6866864,0.9225,0.426,-0.025141299999999922,-0.026000000000000023,-0.01849999999999996,0.07469610000000004,0.6289997666666667,-0.002675299999999973
all,bind_conf_margin_diagnostic,0.35,HotpotQA,1000,0.625,0.7528952,0.965,0.565,0.005590800000000007,0.0050000000000000044,0.0024999999999999467,0.014157599999999992,0.6289997666666667,-0.002675299999999973
all,bind_conf_margin_diagnostic,0.35,MuSiQue,1000,0.352,0.4474177,0.7660833333333333,0.554,0.011524599999999996,0.014999999999999958,0.00491666666666668,0.0016042,0.6289997666666667,-0.002675299999999973
all,bind_conf_margin_diagnostic,0.36,2Wiki,1000,0.616,0.6866031,0.9225,0.429,-0.02522459999999993,-0.026000000000000023,-0.01849999999999996,0.07461280000000003,0.628972,-0.0027030666666666425
all,bind_conf_margin_diagnostic,0.36,HotpotQA,1000,0.625,0.7528952,0.965,0.57,0.005590800000000007,0.0050000000000000044,0.0024999999999999467,0.014157599999999992,0.628972,-0.0027030666666666425
all,bind_conf_margin_diagnostic,0.36,MuSiQue,1000,0.352,0.4474177,0.7660833333333333,0.559,0.011524599999999996,0.014999999999999958,0.00491666666666668,0.0016042,0.628972,-0.0027030666666666425
all,bind_conf_margin_diagnostic,0.37,2Wiki,1000,0.616,0.6859364,0.922,0.431,-0.02589129999999995,-0.026000000000000023,-0.018999999999999906,0.07394610000000001,0.6290831,-0.0025919666666666488
all,bind_conf_margin_diagnostic,0.37,HotpotQA,1000,0.625,0.7528952,0.965,0.573,0.005590800000000007,0.0050000000000000044,0.0024999999999999467,0.014157599999999992,0.6290831,-0.0025919666666666488
all,bind_conf_margin_diagnostic,0.37,MuSiQue,1000,0.353,0.4484177,0.7655833333333333,0.564,0.012524599999999997,0.01599999999999996,0.004416666666666624,0.002604200000000001,0.6290831,-0.0025919666666666488
all,bind_conf_margin_diagnostic,0.38,2Wiki,1000,0.614,0.6845078,0.921,0.437,-0.027319899999999953,-0.028000000000000025,-0.019999999999999907,0.07251750000000001,0.6282735666666667,-0.003401499999999983
all,bind_conf_margin_diagnostic,0.38,HotpotQA,1000,0.624,0.7518952,0.9645,0.575,0.004590800000000006,0.0040000000000000036,0.0020000000000000018,0.013157599999999992,0.6282735666666667,-0.003401499999999983
all,bind_conf_margin_diagnostic,0.38,MuSiQue,1000,0.353,0.4484177,0.7655833333333333,0.564,0.012524599999999997,0.01599999999999996,0.004416666666666624,0.002604200000000001,0.6282735666666667,-0.003401499999999983
all,bind_conf_margin_diagnostic,0.39,2Wiki,1000,0.614,0.6845078,0.921,0.442,-0.027319899999999953,-0.028000000000000025,-0.019999999999999907,0.07251750000000001,0.6282735666666667,-0.003401499999999983
all,bind_conf_margin_diagnostic,0.39,HotpotQA,1000,0.624,0.7518952,0.9645,0.577,0.004590800000000006,0.0040000000000000036,0.0020000000000000018,0.013157599999999992,0.6282735666666667,-0.003401499999999983
all,bind_conf_margin_diagnostic,0.39,MuSiQue,1000,0.353,0.4484177,0.7653333333333333,0.565,0.012524599999999997,0.01599999999999996,0.004166666666666652,0.002604200000000001,0.6282735666666667,-0.003401499999999983
all,bind_conf_margin_diagnostic,0.4,2Wiki,1000,0.614,0.6845078,0.921,0.443,-0.027319899999999953,-0.028000000000000025,-0.019999999999999907,0.07251750000000001,0.6282735666666667,-0.003401499999999983
all,bind_conf_margin_diagnostic,0.4,HotpotQA,1000,0.624,0.7518952,0.9645,0.578,0.004590800000000006,0.0040000000000000036,0.0020000000000000018,0.013157599999999992,0.6282735666666667,-0.003401499999999983
all,bind_conf_margin_diagnostic,0.4,MuSiQue,1000,0.353,0.4484177,0.7653333333333333,0.565,0.012524599999999997,0.01599999999999996,0.004166666666666652,0.002604200000000001,0.6282735666666667,-0.003401499999999983
all,bind_conf_margin_diagnostic,0.41,2Wiki,1000,0.614,0.6845078,0.92125,0.444,-0.027319899999999953,-0.028000000000000025,-0.019749999999999934,0.07251750000000001,0.6286069,-0.0030681666666666496
all,bind_conf_margin_diagnostic,0.41,HotpotQA,1000,0.624,0.7518952,0.9645,0.58,0.004590800000000006,0.0040000000000000036,0.0020000000000000018,0.013157599999999992,0.6286069,-0.0030681666666666496
all,bind_conf_margin_diagnostic,0.41,MuSiQue,1000,0.354,0.4494177,0.7653333333333333,0.567,0.013524599999999998,0.01699999999999996,0.004166666666666652,0.003604200000000002,0.6286069,-0.0030681666666666496
all,bind_conf_margin_diagnostic,0.42,2Wiki,1000,0.614,0.6845078,0.92125,0.445,-0.027319899999999953,-0.028000000000000025,-0.019749999999999934,0.07251750000000001,0.6282179999999999,-0.003457066666666638
all,bind_conf_margin_diagnostic,0.42,HotpotQA,1000,0.624,0.7518952,0.9645,0.581,0.004590800000000006,0.0040000000000000036,0.0020000000000000018,0.013157599999999992,0.6282179999999999,-0.003457066666666638
all,bind_conf_margin_diagnostic,0.42,MuSiQue,1000,0.353,0.448251,0.76475,0.57,0.012357900000000033,0.01599999999999996,0.0035833333333333828,0.002437500000000037,0.6282179999999999,-0.003457066666666638
all,bind_conf_margin_diagnostic,0.43,2Wiki,1000,0.614,0.6845078,0.92125,0.448,-0.027319899999999953,-0.028000000000000025,-0.019749999999999934,0.07251750000000001,0.6282179999999999,-0.003457066666666638
all,bind_conf_margin_diagnostic,0.43,HotpotQA,1000,0.625,0.7528952,0.965,0.583,0.005590800000000007,0.0050000000000000044,0.0024999999999999467,0.014157599999999992,0.6282179999999999,-0.003457066666666638
all,bind_conf_margin_diagnostic,0.43,MuSiQue,1000,0.352,0.447251,0.76425,0.572,0.011357900000000032,0.014999999999999958,0.003083333333333327,0.001437500000000036,0.6282179999999999,-0.003457066666666638
all,bind_conf_margin_diagnostic,0.44,2Wiki,1000,0.613,0.6841745,0.92075,0.454,-0.027653199999999933,-0.029000000000000026,-0.02024999999999999,0.07218420000000003,0.6281069,-0.0035681666666666314
